state,acfrs_original_name,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,name
TN,Dayton City Schools,106756,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111178,6937,104241,0,0,0,111178,dayton city schools
TN,Dekalb County Schools,106762,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937039,92478,844561,0,0,0,937039,dekalb county schools
TN,Dickson County Schools,106770,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617300,126119,2491181,0,0,0,2617300,dickson county schools
WI,St. Francis School District,42071,2020,School District,12562324,8225952,1702687,0,0,1881416,140966,1390732,589966,0,21337,527815,5634238,0,11891724,1842584,16211193,0,0,0,18053777,st francis
NE,Dodge County School District No. 001,109135,2020,School District,0,26595000,0,0,0,0,17509192,0,0,0,0,463203,5373038,0,69640213,-8494397,83970851,0,0,0,75476454,dodge 001
TN,The Franklin County School Department,151433,2020,School District,8817019,0,1460747,0,0,0,0,7370289,7149088,0,207184,0,0,0,0,0,0,0,0,0,0,the franklin county school department
NC,Beaufort County Board of Education,36499,2020,School District,101539444,0,2569829,0,0,0,25589797,0,67669099,93787,4832571,907984,52629207,495465,18266689,180728,72118617,0,0,0,72299345,beaufort county
AR,Midland School District No. 19,98748,2020,School District,33907,5540000,33907,1259,0,0,4509577,0,0,0,0,0,0,0,6966233,123244,6842989,0,0,0,6966233,midland 19
TN,Explore Community School,106829,2020,School District,22639821,0,676342,20957955,40000,638146,327378,129024,0,0,0,0,1050314,0,5507790,-947816,7505920,0,0,0,6558104,explore community school
TN,Fayetteville City Schools,106838,2020,School District,722,0,722,0,0,0,0,0,0,0,0,0,0,0,330412,10984,319428,0,0,0,330412,fayetteville city schools
TN,Etowah City School,106823,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64833,-1054,65887,0,0,0,64833,etowah city school
VA,The Franklin County School Board,151435,2020,School District,90322649,0,2317036,0,0,0,70354307,0,16728261,0,923045,0,0,0,0,0,0,0,0,0,0,the franklin county school board
TN,Gibson County Special School District,106871,2020,School District,48035661,41001279,4347067,0,0,692078,0,4845593,1995237,0,0,827688,3206874,0,34479102,3458781,35054883,0,0,0,38513664,gibson county special
MI,Sault Ste. Marie Area Public Schools,34383,2020,School District,58435248,7491407,3716582,0,0,0,38161325,0,8324214,0,233641,913599,7610094,0,17095980,245978,25373695,0,0,0,25619673,sault ste marie area
OH,Midnimo Cross Cultural Middle School,83769,2020,School District,1963804,0,26501,0,0,0,1843323,0,93980,120094,0,0,0,246841,877837,-201702,1326380,861499,263179,0,1124678,midnimo cross cultural middle school
AR,Nashville School District No.1,98756,2020,School District,130237,12715000,130237,0,0,0,14162541,0,0,0,0,0,0,0,20655702,740666,19915036,0,0,0,20655702,nashville 1
TN,Greeneville City Schools,106892,2020,School District,257,0,257,0,0,0,0,0,0,0,0,0,0,0,995772,-10305,1006077,0,0,0,995772,greeneville city schools
MN,Benton Stearns Education District,34908,2020,School District,6903447,0,1647017,650218,0,0,4364861,0,241351,0,0,2211741,6503615,0,45045,-222227,8982628,0,0,0,8760401,benton stearns education district
MN,Anoka-Hennepin Independent School Dist No. 11,34800,2020,School District,752216082,273864534,85392037,0,0,0,332974176,0,0,17785000,5928335,21477696,107518643,7116767,450563516,-15269388,601946010,0,433130,0,586676622,anoka hennepin independent school dist 11
MN,Burnsville-Eagan-Savage Independent School District 191,42811,2020,School District,254317704,136683365,21478289,479964,0,0,84640489,0,9403433,0,794982,5425178,33011399,1353380,118187769,1301852,156675874,0,0,0,157977726,burnsville eagan savage 191
OH,Mahoning County Educational Service Center,42308,2020,School District,34643741,0,2828927,46848,0,0,29507607,0,1768066,0,492293,16931698,3866814,0,1015164,-428185,22241861,0,0,0,21813676,mahoning county educational service center
AR,Riverside School District Craighead County,98781,2020,School District,12311219,6275000,55834,0,0,0,5980385,0,0,0,0,0,0,0,8380298,-72834,8453132,0,0,0,8380298,riverside craighead county
MN,Independent School District No. 748-Sartell,64940,2020,School District,150748215,111869713,7169124,0,0,0,27102134,0,3598167,0,394077,2688956,10225938,1998561,40764423,2162723,53515155,0,0,0,55677878,748 sartell
MN,Independent School District No. 882-Monticello Public Schools,41769,2020,School District,109393127,49095983,8529045,929112,0,0,36329914,0,14210222,0,298851,12510129,10575272,649523,45134294,-3586281,72455499,0,0,0,68869218,882 monticello
MN,Lakes Country Service Cooperative,40828,2020,School District,11503182,0,3644685,2705000,0,0,4441295,0,314382,0,315203,33911651,4903755,0,464542,2329125,36950823,0,0,0,39279948,lakes country service cooperative
MN,Fergus Falls Area Special Education Cooperative 935,34877,2020,School District,3284136,0,331153,0,0,0,2614928,0,231979,0,106076,821953,2678791,0,5039,-302150,3807933,0,0,0,3505783,fergus falls area special education cooperative 935
MN,Independent School District 534,53941,2020,School District,45784682,25673578,2901646,0,193400,0,12652725,0,3842951,0,67346,1656136,4676059,416172,20587277,504166,26831478,0,0,0,27335644,534
MN,Independent School District No. 911,34849,2020,School District,112624056,46276533,11653164,176639,0,0,37606996,0,2174702,0,367380,3126226,12135337,0,52806946,-1980300,70048809,0,70441,0,68068509,911
MN,Independent School District No. 278,47480,2020,School District,103002433,66879555,4686093,3394242,0,0,24190759,0,2516195,0,0,4190098,5893622,1112400,39817693,393385,50620428,0,11633,0,51013813,278
MN,Independent School District No. 273,34838,2020,School District,329364705,194857191,20108608,1477131,0,0,90846264,0,20603844,0,0,9600637,16936588,0,124819393,-3800545,155157163,0,0,0,151356618,273
MN,Independent School District 701,34894,2020,School District,70024791,9405725,2593781,0,0,0,16767932,0,39142691,0,345972,733022,5762215,830394,27399374,-3469794,38194799,0,0,0,34725005,701
MN,Independent School District 2142,34898,2020,School District,91996912,55847604,6201141,1087568,0,0,17389470,0,2063383,0,98713,1231251,7950568,0,29831508,220936,38792391,0,0,0,39013327,2142
OH,Mercer County Educational Service Center,45659,2020,School District,0,0,0,0,0,0,6540414,0,810295,349426,0,4702041,1055987,0,362263,354723,5765568,0,0,0,6120291,mercer county educational service center
MN,Independent School District 2164,34822,2020,School District,64288677,48652787,2822253,0,0,0,11625939,0,1187698,0,0,735316,3060284,0,16660382,-2142158,22598140,0,0,0,20455982,2164
MN,Independent School District No 432-Mahnomen,34861,2020,School District,15064600,7829921,261085,0,267321,0,5001377,0,907563,0,0,139299,1742318,0,11331415,1437493,11775539,0,0,0,13213032,no 432 mahnomen
MN,Independent School District No. 318,34851,2020,School District,273524304,96744073,17996331,430553,0,0,32301799,0,125543193,0,380544,2273800,11221284,4260046,49324896,-4807964,71887990,0,0,0,67080026,318
MN,Independent School District No. 200,34827,2020,School District,124252651,79587621,6850426,419137,0,0,31325563,0,4714709,0,165308,3360629,13726805,862308,49689403,2480220,65158925,0,75075,0,67639145,200
AR,Searcy Special School District,108526,2020,School District,820932,13240000,820932,0,0,0,30599568,0,0,0,0,0,0,0,49627339,1027668,48599671,0,0,0,49627339,searcy special
MN,Roseville Area Schools Independent School District No. 623,81380,2020,School District,281581612,185987442,27194934,0,0,0,66308954,0,458538,0,1631744,6183855,35629136,1184933,95983505,17052492,121928937,0,0,0,138981429,roseville area schools 623
MN,Rum River Special Education Cooperative,53372,2020,School District,7027648,0,2078303,0,0,0,4452574,0,313296,0,24290,2412449,6993287,0,28688,-483169,9917593,0,0,0,9434424,rum river special education cooperative
MO,Brookfield R-III School District,35261,2020,School District,0,3960000,0,231436,0,0,0,0,0,0,0,446852,1410303,0,10653216,158269,12352102,0,0,0,12510371,brookfield r iii
MO,Aurora R-VIII School District,35256,2020,School District,0,8320000,0,0,0,0,0,0,0,0,429101,454698,2198375,39051,18762813,-675223,22130160,0,0,0,21454937,aurora r viii
MO,Alton R-IV School District,35280,2020,School District,0,0,0,0,0,0,0,0,0,0,0,225065,1836985,45578,5758650,713802,7152476,0,0,0,7866278,alton r iv
MN,Northwest Service Cooperative,43663,2020,School District,4743166,0,2707205,0,0,0,1895191,0,58065,0,82705,43559927,2264437,0,290629,1555292,44559701,0,0,0,46114993,northwest service cooperative
MN,St. Croix River Education District,42265,2020,School District,6643738,0,1141435,1038131,0,0,4164660,0,299512,0,0,4850061,5043804,0,212957,-11773,10118595,0,0,0,10106822,st croix river education district
MN,Southern Plains Education Cooperative,34863,2020,School District,15975130,0,1254494,10256,0,0,3815739,0,183957,0,9483,2889371,3166637,0,567364,187504,6435868,0,0,0,6623372,southern plains education cooperative
MO,Francis Howell R-III School District,35304,2020,School District,341802428,96535798,11248088,11875457,0,0,171099328,0,46477963,0,4565794,12033915,20084562,2628867,195122017,-6393179,236262540,0,0,0,229869361,francis howell r iii
MO,Affton School District,35311,2020,School District,21786972,20210000,0,66580,0,0,0,0,0,0,0,2190993,6271229,0,28890096,1312449,36039869,0,0,0,37352318,affton
MO,Boonville R-I School District,35200,2020,School District,0,21850000,0,1495000,0,0,0,0,0,0,339680,808473,2743117,0,34991040,8665601,29877029,0,0,0,38542630,boonville r i
MO,Lawrence County R-9 School District,44607,2020,School District,0,5665000,0,957890,12115,0,5442416,0,0,0,0,203773,1038129,0,10000440,-1751533,12993875,0,0,0,11242342,lawrence county r 9
MO,Hallsville R-IV School District,41937,2020,School District,10435000,10435000,0,0,0,0,0,0,0,0,0,494484,1347163,0,13181489,1544028,13479108,0,0,0,15023136,hallsville r iv
MO,Ava R-I School District,35206,2020,School District,0,0,0,0,0,0,0,0,0,0,0,757284,2518851,14675,10231094,537021,12984883,0,0,0,13521904,ava r i
MO,Arcadia Valley R-II School District,35230,2020,School District,0,4837175,0,55414,0,0,8961215,0,0,0,176450,866528,2110427,0,11366451,157209,14186197,0,0,0,14343406,arcadia valley r ii
MO,Ferguson Reorganized School District R-2,42084,2020,School District,0,41385000,0,1866635,0,0,0,0,0,0,0,1698241,23635558,0,116558330,-3703271,145595400,0,0,0,141892129,ferguson reorganized r 2
MO,Lincoln County R-III School District,35260,2020,School District,79006678,71740000,80396,7186282,0,0,0,0,0,0,0,2811421,9224272,0,95092392,-585601,107713686,0,0,0,107128085,lincoln county r iii
MO,Mehlville R-Ix School District,35322,2020,School District,0,0,0,12146934,0,0,0,0,0,0,2627892,7010570,21026280,9028,97480947,3959568,121567257,1111829515,30141817,0,1141971332,mehlville r ix
MO,Laclede County C-5 School District,35253,2020,School District,0,0,0,413543,0,0,0,0,0,0,0,41340,939518,7400,4518638,286104,5220792,0,0,0,5506896,laclede county c 5
MO,Hayti Reorganized School District No.2,35282,2020,School District,0,0,0,527051,0,0,0,0,0,0,0,59182,1586063,0,5364644,16484,6993406,0,0,0,7009890,hayti reorganized 2
NC,Durham Public Schools Board of Education,36553,2020,School District,642977007,0,23465035,0,0,0,163655893,0,434743527,608626,19940554,8251011,263871858,470162,164529206,-9442652,446564889,1760740,12575101,0,437122237,durham
MO,Poplar Bluff R-I School District,35180,2020,School District,0,6745000,0,38250000,0,0,3377904,0,0,0,0,1915092,10586314,367161,45686897,2282326,56273138,0,0,0,58555464,poplar bluff r i
OH,Ohio Hi-Point Joint Vocational School District,84002,2020,School District,54510181,0,1208860,0,0,0,15353684,0,1101918,944563,1110080,546141,519105,0,17846755,660364,18251637,0,0,0,18912001,ohio hi point joint vocational
MO,School of the Osage School District,35269,2020,School District,0,65075000,0,351044,0,0,0,0,0,0,0,430387,2853128,52783,23085153,-12163550,38585000,0,0,0,26421451,school of the osage
MO,Reeds Spring R-IV School District,35336,2020,School District,0,26047644,0,345527,0,0,0,0,0,0,0,1142456,3166252,47107,22985097,-15856957,43197869,0,0,0,27340912,reeds spring r iv
MO,Pleasant Hope R-VI School District,45452,2020,School District,0,1385000,0,32899,0,0,6286908,0,0,0,0,479375,2041469,0,6281814,-21034,8823692,0,0,0,8802658,pleasant hope r vi
MO,Sarcoxie R-II School District,47385,2020,School District,0,560000,0,0,0,0,0,0,0,0,204850,244245,1872658,8198,6630608,-79075,8834784,0,0,0,8755709,sarcoxie r ii
NC,Kipp Enc Public Schools,53871,2020,School District,48866152,0,555986,422973,21402750,0,4501333,0,13046049,17428,0,86868,3038079,0,22420145,-132244,25677336,0,0,0,25545092,kipp enc
MO,Scotland County R-I School District,35327,2020,School District,0,10714742,0,1937498,0,0,0,0,0,0,125526,334561,1635007,0,5470930,32082,7408416,0,0,0,7440498,scotland county r i
NC,Rutherford County Board of Education,36650,2020,School District,132054542,0,3484826,0,0,0,33931050,0,89175142,124099,5428274,304190,74254514,0,20701782,-1530172,96790658,0,0,0,95260486,rutherford county
NC,Perquimans County Board of Education,43890,2020,School District,28671134,0,679906,0,0,0,7197778,0,19584400,26386,1115156,433057,14380074,112374,5076001,-759280,20760786,0,0,0,20001506,perquimans county
ND,Wil-Mac Multidistrict Special Education Unit,47416,2020,School District,12474351,0,3249100,0,0,0,9225252,0,0,0,0,770566,2030841,0,12570652,-592681,15964740,0,0,0,15372059,wil mac multidistrict special education unit
NC,Transylvania County Board of Education,36667,2020,School District,60715954,0,1560655,0,0,0,15418775,0,41509900,56462,1998249,1843982,26992949,23838,15747034,854296,43753507,0,0,0,44607803,transylvania county
NH,Oyster River Cooperative School District,42548,2020,School District,60682801,4340000,4001561,4027972,0,3000000,33333582,0,10424553,0,1555133,461032,1091868,0,45594989,20823,47127066,0,0,0,47147889,oyster river cooperative
NJ,Atlantic County Vocational School District,42598,2020,School District,10023607,0,413921,0,0,0,8699579,0,0,0,910107,16294029,7155366,0,14441802,2209898,35681299,0,0,0,37891197,atlantic county vocational
NJ,Hopewell Valley Regional School District,35808,2020,School District,74450248,42744518,2951671,1039162,437406,0,20831617,0,0,0,2611172,1378765,1424642,0,111291804,4969573,109125638,0,0,0,114095211,hopewell valley regional
NJ,Central Regional School District,35852,2020,School District,20478253,653000,1158928,4477691,835640,0,12361718,0,0,0,991276,560964,8131081,0,40283167,178671,48796541,552414,385014,0,48975212,central regional
NJ,Black Horse Pike Regional School District,35753,2020,School District,19880013,0,1370563,439908,0,0,16847993,0,0,0,1221549,1570492,15438036,0,72922603,4182230,85748901,0,0,0,89931131,black horse pike regional
NJ,Borough of Bound Brook School District,35871,2020,School District,38781107,23330000,5091325,5582575,0,0,4256669,0,0,0,520538,1444549,12142900,0,28602145,1401143,40788451,0,0,0,42189594,borough of bound brook
NJ,Clearview Regional High School District,46175,2020,School District,19727927,9207100,1349039,0,0,0,8055034,0,0,0,1116754,1429852,8034447,0,38522428,2956832,45029895,0,0,0,47986727,clearview regional
NH,School Administrative Unit No. 16,35594,2020,School District,2880395,0,524612,0,0,0,2100478,0,164298,0,91007,19533,1840184,0,1954991,-340777,4155485,0,0,0,3814708,school administrative unit 16
NJ,Cumberland Regional School District,35778,2020,School District,9556991,4772248,217071,0,0,0,4312075,0,0,0,255596,268931,4893862,0,23179719,1898996,26443516,0,0,0,28342512,cumberland regional
NJ,Borough of North Plainfield School District,35875,2020,School District,21736358,7154549,1912050,0,0,0,12310999,0,0,0,358760,351709,18977382,0,63452136,2465312,80315915,35693834,102623454,0,138317288,borough of north plainfield
NJ,Borough of Hawthorne School District,42512,2020,School District,38581350,27058000,1410346,99992,0,0,9158773,0,0,0,804365,788558,13232441,0,40673170,1721779,52972390,0,34621161,0,54694169,borough of hawthorne
NH,School Administrative Unit No. 44,64964,2020,School District,2222239,0,66333,0,0,0,1872147,0,252065,0,31694,38413,1230713,0,1235381,-169501,2674008,0,0,0,2504507,school administrative unit 44
NJ,Borough of Middlesex School District,41774,2020,School District,15983982,954647,752811,5460389,0,0,8580822,0,0,0,235312,759370,9746366,0,36894756,1974715,45425778,35409632,35069050,0,70478682,borough of middlesex
NJ,Highland Park Borough Public School District,35812,2020,School District,26359304,17238640,1506327,0,0,0,6927195,0,0,0,687142,681129,1692798,0,45327487,1124149,46577265,0,0,0,47701414,highland park borough
NJ,Borough of Bellmawr School District,35752,2020,School District,7245862,2351020,724424,113501,0,0,2777150,0,0,0,1279766,482665,6787690,131298,17049241,346664,24104230,0,0,0,24450894,borough of bellmawr
NH,White Mountains Regional School District,35579,2020,School District,18023766,0,1366496,0,0,0,15359314,0,1197726,0,100230,1163809,11154914,0,9968257,-471195,22758175,0,0,0,22286980,white mountains regional
OH,Pike County Joint Vocational School District,84118,2020,School District,10890107,0,553155,2106000,0,0,6867535,0,675249,387271,688168,437281,1563718,0,5902478,-87298,7990775,0,0,0,7903477,pike
NJ,Essex Regional Educational Services Commission,35785,2020,School District,39618970,0,10106958,17126394,0,0,11771487,0,0,0,614131,50955874,5449477,0,627770,-4989668,62022789,0,0,0,57033121,essex regional educational services commission
NJ,Lower Cape May Regional School District,35768,2020,School District,20370267,7217000,599323,2006533,0,0,8841493,0,0,0,1705918,218188,10531232,0,32528866,3187122,40091164,0,0,0,43278286,lower cape may regional
NJ,Manchester Regional High School Board of Education,49358,2020,School District,3733670,0,470403,0,0,0,3213837,0,0,0,49430,364914,1545526,0,23838331,1379494,24369277,0,0,0,25748771,manchester regional high school
NJ,City of Union City School District,82121,2020,School District,133812546,0,14878356,12488020,0,0,83691005,0,0,0,22755165,372426,293429470,623672,22726916,-23492222,340644706,372426,9548297,0,317152484,city of union
NJ,Rutherford School District,65350,2020,School District,64982068,54752535,1192856,448806,0,0,7369071,0,0,0,1218799,512709,11129418,16760,47730944,951345,58438485,0,0,0,59389831,rutherford
NJ,Northern Burlington County Regional School District,35748,2020,School District,65021853,49041556,1507082,1132931,0,0,9275271,0,2539054,0,1525959,1791758,8895729,0,42667552,5158588,48196451,0,0,0,53355039,northern burlington county regional
NM,Belen Consolidated School District No.2,35959,2020,School District,115375858,35370000,3464366,0,0,0,59240109,0,16885712,0,372756,567479,11205243,1292742,36789136,24787418,25067182,0,0,0,49854600,belen consolidated 2
NM,Alamogordo Municipal School District No.1,35944,2020,School District,142664046,40694451,3843045,0,0,0,76252668,0,21527516,0,346366,382499,16595888,6431618,54742923,39395294,38757634,0,0,0,78152928,alamogordo municipal 1
NJ,West Windsor-Plainsboro Regional School District,35810,2020,School District,211713511,147031340,5768437,24145000,0,0,28607193,0,0,0,6161541,3802371,3749086,1770,215368641,14047634,208874234,0,0,0,222921868,west windsor plainsboro regional
NM,Kha'p'o Community School,58489,2020,School District,2625852,0,2589867,49804,0,0,0,0,0,0,35985,0,2824780,154906,8472,131910,2856248,0,0,0,2988158,khapo community school
NM,Roswell Independent School District No.4,46626,2020,School District,222484399,35299676,7975533,0,0,0,139223083,0,39352224,0,633883,538389,25466972,8017524,100270417,63467460,70825842,0,0,0,134293302,roswell 4
NM,Jemez Valley Public School District No. 31,43153,2020,School District,13940869,4844084,207650,0,0,0,6880191,0,1945433,0,63511,61029,3274595,40473,4840049,4298180,3917966,0,0,0,8216146,jemez valley 31
NY,Board of Cooperative Educational Services of Rockland County,36365,2020,School District,181805713,0,41727542,0,0,5500000,14021623,7163207,118880569,0,1675979,123566188,8823080,0,2597887,-11807774,146794929,0,0,0,134987155,board of cooperative educational services of rockland county
NY,City School District of the City of Albany,82225,2020,School District,854244615,108454325,23697658,0,0,77892000,19606628,14499969,609721622,0,12890394,2224705,24989276,0,253332222,-38769688,319315891,0,0,0,280546203,of the city of albany
NY,City School District of White Plains,36476,2020,School District,471601630,72218472,15511007,0,0,0,11772425,14458292,363070401,0,3769729,2973128,8659397,0,228381323,-16496014,256509862,0,0,0,240013848,of white plains
NY,Hempstead Union Free School District,36254,2020,School District,453297530,17385000,29234281,0,0,36000000,12213390,10606697,346848475,0,6887289,1091247,17736562,0,224788564,-24071373,267687746,0,0,0,243616373,hempstead union free
NY,Pearl River Union Free School District,36363,2020,School District,162073789,8632199,10327941,0,0,16500000,3806991,4405967,118176454,0,1441804,440124,1663320,547748,69813733,-5886857,78351782,0,0,0,72464925,pearl river union free
NY,North Bellmore Union Free School District,36255,2020,School District,119814031,13460000,4288301,0,0,0,3986506,3499005,95734281,0,1087328,372842,1617210,491177,55723548,-2691644,60896421,0,0,0,58204777,north bellmore union free
NY,Oppenheim-Ephratah-St. Johnsville Central School District,48215,2020,School District,50792624,21744806,195145,0,0,0,1366477,846645,26561729,0,329238,36517,1366055,0,19808405,2346870,18864107,0,0,0,21210977,oppenheim ephratah st johnsville central
NY,Solvay Union Free School District,36311,2020,School District,105835085,12574493,2330418,0,0,10000000,3098841,1904273,76752878,0,665613,1196422,2325263,0,32600487,-4833051,40955223,0,0,0,36122172,solvay union free
NY,South Lewis Central School District,36219,2020,School District,83664800,9481623,3627047,0,0,15000000,2666207,1230581,52479108,0,410815,150660,1888043,0,25848850,-1244142,29131695,0,0,0,27887553,south lewis central
NY,Valley Stream Central High School Dictrict,36251,2020,School District,180508468,30885700,10136308,0,0,0,4602094,8135600,118135505,0,7653934,1078595,3195970,0,121049856,-6165430,131489851,0,0,0,125324421,valley stream central high school dictrict
OH,Autism Model School,82515,2020,School District,5333911,0,86529,0,174448,0,4249297,0,823637,175617,0,0,0,0,3955748,-81779,4037527,3449252,1026093,0,4475345,autism model school
OH,Dayton Business Technology High School,82967,2020,School District,1748431,0,67747,0,176547,0,1369427,0,123154,78357,11556,0,33352,478891,1067204,220264,1359183,0,0,0,1579447,dayton business technology high school
OH,Flex High School,83107,2020,School District,1483337,0,166104,0,0,90000,1159570,0,67663,75239,0,0,0,375176,0,375176,0,2487966,753414,0,3241380,flex high school
OH,Gallia-Jackson-Vinton Joint Vocational School District,37095,2020,School District,15424970,612000,1143198,0,0,0,12189503,0,836904,761936,643365,2069962,3929675,0,9288418,-799736,16087791,0,0,0,15288055,gallia jackson vinton joint vocational
OH,Greene County Vocational School District,83237,2020,School District,83703388,60663738,7445800,0,0,0,14296641,0,959375,889461,337834,1236521,692851,0,22228391,4490729,19667034,0,0,0,24157763,greene county vocational
OH,Klepinger Community School,54256,2020,School District,4762834,0,294621,0,0,0,3954992,0,513221,206586,0,0,0,2220194,4940038,-222209,7382441,0,0,0,7160232,klepinger community school
OH,Huber Heights City School District,37193,2020,School District,162756138,70652171,7737165,1045835,0,0,73574727,0,6516281,4354654,3229959,2945827,8284924,0,75505347,876455,85859643,0,0,0,86736098,huber heights
OH,Indian Hill Exempted Village School District,47543,2020,School District,63523756,13415404,3625551,190412,0,0,40617160,0,3583329,2367719,2091900,1373045,1775268,1825673,29615995,-9650932,44240913,0,0,0,34589981,indian hill
OH,Newcomerstown Exempted Village School District,37286,2020,School District,19224179,1216190,1469110,166762,0,1000000,13271135,0,1396495,730033,704487,1063512,2469519,0,11556497,-829413,15918941,0,0,0,15089528,newcomerstown
OH,North Central Ohio Educational Service Center,39606,2020,School District,32658197,0,1649111,26734,690821,2395000,24014939,0,2995980,1259981,885612,16554136,2294583,0,1222422,738494,19332647,0,0,0,20071141,north central ohio educational service center
OH,Pioneer Career and Technology Center,84123,2020,School District,38707600,0,2727381,244282,0,0,22363372,0,2132786,1284066,1334779,1979179,2390215,15225,19044461,1883628,21545452,0,0,0,23429080,pioneer career and technology center
OH,Riverside Community School Inc,84246,2020,School District,1532358,0,32000,0,0,0,1393706,0,106652,85826,0,0,0,410967,1656876,287291,1780552,1637151,430692,0,2067843,riverside community school inc
OH,Putnam County Educational Service Center,37228,2020,School District,9305905,0,545739,282499,0,0,7108614,0,932424,363830,435629,4469341,1511483,0,217790,-318123,6516737,0,0,0,6198614,putnam county educational service center
OH,Stark County Area Vocational School District,84428,2020,School District,10240259,0,1287053,0,0,0,7845526,0,485281,494267,622399,1361624,1004530,0,6948304,52946,9261512,0,0,0,9314458,stark county area vocational
OH,Southern Ohio Educational Service Center,44854,2020,School District,12155333,0,305135,0,0,0,10943731,0,674640,693992,231827,3731402,61416,0,737600,-599083,5129501,0,0,0,4530418,southern ohio educational service center
OH,Springfield Clark Career Technology Center,84409,2020,School District,17353405,540000,1066909,47341,0,0,13767099,0,1038259,835757,756668,681658,857112,0,12377335,392790,13523315,0,0,0,13916105,springfield clark career technology center
OR,Harney County School District No. 16,85779,2020,School District,225889,0,5827,0,0,0,220062,0,0,0,0,0,14470,0,693424,404466,303428,0,0,0,707894,harney 16
OR,Douglas County School District No. 34,85532,2020,School District,0,2930000,0,0,0,0,3173344,0,0,0,0,31598,847825,0,7533668,3132958,5280133,0,0,0,8413091,douglas 34
AR,Crossett School District No. 52,98666,2020,School District,5284250,29780000,5284250,0,0,0,12269883,0,0,0,0,0,0,0,22430241,659206,21771035,0,0,0,22430241,crossett 52
OR,Linn County School District 9,42623,2020,School District,85191377,38374562,1099301,0,0,0,45003219,0,517275,0,197020,199698,5726797,0,47487642,-950982,54365119,0,0,0,53414137,linn 9
NJ,Tenafly Board of Education,47440,2020,School District,48068808,28722262,1308628,1266281,0,0,15015738,0,0,0,1755899,1969963,20764881,250488,68238254,1603525,89620061,0,0,0,91223586,tenafly
NM,Silver Consolidated School District No. 1,82162,2020,School District,74832255,19048441,1139875,0,0,0,42526853,0,11965387,0,151699,159854,5632325,327150,26555362,17779421,14895270,0,0,0,32674691,silver consolidated 1
NM,Las Cruces Public School District No.2,35936,2020,School District,640522843,131006827,20181121,28405187,0,0,354924637,0,100320805,0,3688107,2223802,48191069,2067819,253963165,145394586,161051269,0,0,0,306445855,las cruces 2
NM,West Las Vegas Schools,46788,2020,School District,44115395,10526140,241121,0,0,0,25881792,0,7187406,0,278936,465077,5695984,1334533,17802435,11799903,13498126,0,0,0,25298029,west las vegas schools
TN,Humboldt Board of Education,106978,2020,School District,5309862,3137000,3519,0,0,0,0,1390709,2016168,0,153175,47855,3249873,0,8086027,-1695130,13078885,0,0,0,11383755,humboldt
NY,Leroy Central School District,36202,2020,School District,30342962,23728825,1406657,0,0,864744,1816068,1381673,1648375,0,878293,279567,6769144,0,19888305,-896819,27833835,0,0,0,26937016,leroy central
NY,Rondout Valley Central School District,36446,2020,School District,220894694,8627117,5901937,0,0,12000000,4616055,3755703,188867143,0,882442,674164,2934400,89924,61157416,-15801390,80657294,0,0,0,64855904,rondout valley central
NY,Royalton-Hartland Central School District,36290,2020,School District,10474428,2510000,2273264,0,0,0,1558214,1329437,1758950,0,2374000,368237,1330377,200513,25270659,823271,26346515,0,0,0,27169786,royalton hartland central
AR,Valley View School District No. 58,98801,2020,School District,1788399,46470000,1788399,0,0,0,20314603,0,0,0,0,0,0,0,61053421,15828671,45224750,0,0,0,61053421,valley view 58
OH,Buckeye Central Local School District,82664,2020,School District,19690186,6943229,1787264,95387,127450,0,9528956,0,820098,559828,387802,782055,1109336,0,21833802,9744830,13980363,0,0,0,23725193,buckeye central
OH,Butler County Educational Service Center,42985,2020,School District,56275207,0,2632890,1952000,0,0,40512076,0,10042249,1167312,1135992,21776795,23832478,0,3820558,872826,48557005,0,0,0,49429831,butler county educational service center
OH,Canton College Preparatory School,82703,2020,School District,3041747,0,741526,0,0,620578,1586538,0,93105,100526,0,0,0,549819,2935819,205954,3279684,2935819,1017279,0,3953098,canton college preparatory school
OH,Constellation Schools Stockyard Community Elementary School District,82903,2020,School District,7246150,3846331,271976,0,202000,130662,2566386,0,228795,151662,0,0,0,596631,2110724,-287059,2994414,0,0,0,2707355,constellation schools stockyard community
OH,Dohn Community High School,83002,2020,School District,11085469,0,1433600,71800,190138,0,7767175,0,1622756,271638,0,4125,0,2558975,7984741,-1410033,11957874,7988866,2558975,0,10547841,dohn community high school
AR,Yellville-Summit School District No.4,98816,2020,School District,149782,6235000,149782,0,0,0,5847274,0,0,0,0,0,0,0,9678490,574545,9103945,0,0,0,9678490,yellville summit 4
OH,Hamilton County Educational Service Center,41864,2020,School District,102077121,0,8544310,4810000,0,0,76975082,0,7022673,4435755,4725056,50463423,15377424,0,3686085,-4490854,74017786,0,0,0,69526932,hamilton county educational service center
