"","state","acfrs_original_name","id","NCES District ID","nces_original_name","student"
"3795","TX","Valley View Independent School District",43711,"4843860","VALLEY VIEW ISD",884
"3796","MO","Carrollton R-VII School District",44723,"2907380","CARROLLTON R-VII",883
"3797","OK","Hennessey Public Schools",190804,"4014340","HENNESSEY",883
"3798","TX","Canadian Independent School District",163488,"4812700","CANADIAN ISD",882
"3799","NY","Cassadaga Valley Central School District",36134,"3606660","CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT",882
"3800","GA","Montgomery County Board of Education",189232,"1303750","Montgomery County",882
"3801","GA","School District Montgomery County",197774,"1303750","Montgomery County",882
"3802","TX","Alba-Golden Independent School District",163313,"4807650","ALBA-GOLDEN ISD",881
"3803","NE","Gothenburg Public Schools",190282,"3171100","GOTHENBURG PUBLIC SCHOOLS",880
"3804","MO","Woodland R-IV School District",35175,"2919350","WOODLAND R-IV",879
"3805","CA","Wheatland Union High School District",146780,"0642350","Wheatland Union High",878
"3806","NY","Dolgeville Central School District",36208,"3600001","DOLGEVILLE CENTRAL SCHOOL DISTRICT",877
"3807","NY","Groton Central School District",36441,"3613020","GROTON CENTRAL SCHOOL DISTRICT",876
"3808","OH","Mapleton Local School District",65991,"3904583","Mapleton Local",876
"3809","NE","Broken Bow Public Schools",190233,"3100011","BROKEN BOW PUBLIC SCHOOLS",875
"3810","NY","Thousand Islands Central School District",36214,"3607650","THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT",875
"3811","MO","Kingston K-14 School District",35345,"2931140","KINGSTON K-14",874
"3812","OH","New London Local School District",83900,"3904772","New London Local",871
"3813","PA","Portage Area School District",37917,"4219560","Portage Area SD",871
"3814","OH","Carey Exempted Village School District",82711,"3904526","Carey Exempted Village Schools",869
"3815","OH","Columbia Local School District",82835,"3904814","Columbia Local",869
"3816","OH","Montpelier Exempted Village School District",65351,"3904552","Montpelier Exempted Village",869
"3817","MI","Roscommon Area Public Schools",34612,"2615830","Roscommon Area Public Schools",869
"3818","GA","Miller County Board of Education",189229,"1303660","Miller County",868
"3819","GA","School District Miller County",197773,"1303660","Miller County",868
"3820","TX","Poth Independent School District",163860,"4835550","POTH ISD",867
"3821","TX","Rogers Independent School District",163914,"4837710","ROGERS ISD",867
"3822","MI","West Iron County Public Schools",34455,"2632910","West Iron County Public Schools",866
"3823","WV","Pendleton County Board of Education",39804,"5401080","PENDLETON COUNTY SCHOOLS",864
"3824","OH","Ada Exempted Village School District",82416,"3904518","Ada Exempted Village",863
"3825","OR","Scio School District",86189,"4111040","Scio SD 95",863
"3826","GA","Echols County Board of Education",198258,"1301950","Echols County",861
"3827","TX","Leonard Independent School District",163718,"4827210","LEONARD ISD",861
"3828","CA","Calistoga Joint Unified School District",145985,"0607020","Calistoga Joint Unified",860
"3829","OH","Seneca East Local School District",84327,"3904968","Seneca East Local",860
"3830","OK","Wilburton Public Schools",37417,"4032790","WILBURTON",860
"3831","CA","Mcswain Union Elementary School District",146367,"0624360","McSwain Union Elementary",859
"3832","IL","Hoover-Schrum Memorial School District 157",48386,"1719680","Hoover-Schrum Memorial SD 157",858
"3833","CA","Modoc Joint Unified School District",146385,"0625190","Modoc Joint Unified",857
"3834","MO","Licking R-VIII School District",35342,"2918600","LICKING R-VIII",856
"3835","OH","Patrick Henry Local School District",51185,"3904759","Patrick Henry Local",856
"3836","CT","Regional School District 18",68344,"0903780","Regional School District 09",855
"3837","CT","Regional School District 1",68354,"0903780","Regional School District 09",855
"3838","CA","Antelope Elementary School District",145895,"0602760","Antelope Elementary",854
"3839","TX","Bangs Independent School District",163340,"4809390","BANGS ISD",853
"3840","TX","Odem-Edroy Independent School District",39170,"4833360","ODEM-EDROY ISD",853
"3841","CA","Orchard Elementary School District",146460,"0628680","Orchard Elementary",853
"3842","TX","Waskom Independent School District",65156,"4844670","WASKOM ISD",853
"3843","WI","Darlington Community School District",191933,"5503150","Darlington Community School District",852
"3844","TX","Brazos Independent School District",53331,"4844470","BRAZOS ISD",851
"3845","PA","Purchase Line School District",38010,"4219830","Purchase Line SD",851
"3846","CA","Waugh Elementary School District",146763,"0641790","Waugh Elementary",849
"3847","NY","Campbell-Savona Central School District",36390,"3600020","CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT",848
"3848","OH","Lisbon Exempted Village School District",37038,"3904545","Lisbon Exempted Village",848
"3849","WI","School District of Crandon",39977,"5502910","Crandon School District",847
"3850","CT","Regional School District 18",68344,"0903630","Regional School District 04",847
"3851","CT","Regional School District 1",68354,"0903630","Regional School District 04",847
"3852","MI","Charlevoix Public Schools",161476,"2608730","Charlevoix Public Schools",846
"3853","TX","Cisco Independent School District",163507,"4814070","CISCO ISD",845
"3854","OH","Berne Union Local School District",82582,"3904685","Berne Union Local",844
"3855","CA","Upper Lake Unified School District",58351,"0601442","Upper Lake Unified",844
"3856","TX","Anthony Independent School District",38930,"4808430","ANTHONY ISD",843
"3857","NY","Lafayette Central School District",99122,"3616410","LAFAYETTE CENTRAL SCHOOL DISTRICT",843
"3858","NJ","Upper Deerfield Township School District",197068,"3416530","Upper Deerfield Township School District",843
"3859","MI","Vandercook Lake Public Schools",161882,"2634650","Vandercook Lake Public Schools",843
"3860","CA","Imperial County Office of Education",146228,"0691010","Imperial County Office of Education",842
"3861","PA","Moshannon Valley School District",37946,"4215960","Moshannon Valley SD",842
"3862","MI","Centreville Public Schools",161662,"2608670","Centreville Public Schools",839
"3863","NY","Cuba-Rushford Central School District",36106,"3632010","CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT",838
"3864","OH","Paint Valley Local School District",43160,"3904951","Paint Valley Local",838
"3865","MI","Holton Public Schools",34557,"2618510","Holton Public Schools",837
"3866","TX","Skidmore-Tynan Independent School District",163952,"4840410","SKIDMORE-TYNAN ISD",837
"3867","TX","Spearman Independent School District",65457,"4841010","SPEARMAN ISD",837
"3868","VT","Winooski School District",39370,"5009360","Winooski School District",837
"3869","TX","Bloomington Independent School District",39227,"4810500","BLOOMINGTON ISD",836
"3870","OR","Harney County School District 10",85769,"4102490","Harney County SD 3",836
"3871","PA","Homer-Center School District",87431,"4213290","Homer-Center SD",836
"3872","NY","Red Creek Central School District",36464,"3624210","RED CREEK CENTRAL SCHOOL DISTRICT",833
"3873","MI","Bentley Community School District",45069,"2604800","Bentley Community School District",832
"3874","WI","School District of Cadott Community",65504,"5502040","Cadott Community School District",832
"3875","OH","Tri-Village Local School District",84576,"3904668","Tri-Village Local",832
"3876","OH","Triad Local School District",84577,"3904620","Triad Local",832
"3877","TX","Whitewright Independent School District",164103,"4845670","WHITEWRIGHT ISD",832
"3878","SC","Barnwell School District 19",38322,"4501050","Barnwell 29",831
"3879","SC","Barnwell School District 45",38321,"4501050","Barnwell 29",831
"3880","CA","Lucerne Valley Unified School District",146339,"0600015","Lucerne Valley Unified",831
"3881","CA","Terra Bella Union Elementary School District",31531,"0639060","Terra Bella Union Elementary",831
"3882","MI","Iron Mountain Public Schools",161504,"2619410","Iron Mountain Public Schools",829
"3883","PA","West Middlesex Area School District",53916,"4225650","West Middlesex Area SD",828
"3884","NY","Cambridge Central School District",190558,"3606210","CAMBRIDGE CENTRAL SCHOOL DISTRICT",826
"3885","NY","Perry Central School District",36481,"3622770","PERRY CENTRAL SCHOOL DISTRICT",826
"3886","TX","Stockdale Independent School District",163972,"4841610","STOCKDALE ISD",826
"3887","NY","Newfield Central School District",36443,"3620790","NEWFIELD CENTRAL SCHOOL DISTRICT",823
"3888","TX","Coleman Independent School District",65066,"4814550","COLEMAN ISD",822
"3889","OH","Crestview Local School District",37232,"3905035","Crestview Local",822
"3890","CA","Sutter Union High School District",146695,"0638610","Sutter Union High",822
"3891","NY","Northern Adirondack Central School District",36150,"3621260","NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT",821
"3892","WI","Osseo-Fairchild School District",169288,"5511220","Osseo-Fairchild School District",821
"3893","NE","Minden Public Schools",190326,"3173830","MINDEN PUBLIC SCHOOLS",819
"3894","GA","Randolph County Board of Education",189247,"1304350","Randolph County",819
"3895","GA","School District Randolph County",197776,"1304350","Randolph County",819
"3896","TX","Abernathy Independent School District",163308,"4807410","ABERNATHY ISD",818
"3897","PA","Claysburg-Kimmel School District",37891,"4206120","Claysburg-Kimmel SD",818
"3898","TX","Hamilton Independent School District",163625,"4822230","HAMILTON ISD",817
"3899","MO","Southwest R-V School District",35171,"2928710","SOUTHWEST R-V",817
"3900","CA","Sundale Union Elementary School District",146689,"0638340","Sundale Union Elementary",817
"3901","NY","Clyde-Savannah Central School District",36458,"3607860","CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT",816
"3902","NH","Farmington School District",35596,"3303000","Farmington School District",816
"3903","OK","Merritt Independent School District 2",190853,"4019800","MERRITT",814
"3904","OH","Southern Local School District",65007,"3904644","Southern Local",814
"3905","OH","Manchester Local School District",51165,"3900537","Manchester Local",812
"3906","TX","Nocona Independent School District",39104,"4832790","NOCONA ISD",812
"3907","NY","Bainbridge-Guilford Central School District",64980,"3603810","BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT",811
"3908","TX","Post Independent School District",38957,"4835490","POST ISD",811
"3909","TX","Dekalb Independent School District",163541,"4816570","DEKALB ISD",810
"3910","TX","Hawley Independent School District",163644,"4822800","HAWLEY ISD",810
"3911","TX","Santa Gertrudis Independent School District",163935,"4839300","SANTA GERTRUDIS ISD",810
"3912","OK","Warner Public Schools",190939,"4031650","WARNER",810
"3913","OH","Bridgeport Exempted Village School District",37008,"3904523","Bridgeport Exempted Village",809
"3914","NY","Sandy Creek Central School District",36344,"3625650","SANDY CREEK CENTRAL SCHOOL DISTRICT",809
"3915","MI","East Jordan Public Schools",161479,"2612560","East Jordan Public Schools",808
"3916","OH","Fayetteville-Perry Local School District",83099,"3904604","Fayetteville-Perry Local",808
"3917","PA","Penns Manor Area School District",38012,"4218780","Penns Manor Area SD",808
"3918","OH","Symmes Valley Local School District",37143,"3904796","Symmes Valley Local",808
"3919","MI","Saugatuck Public Schools",161658,"2630960","Saugatuck Public Schools",807
"3920","OH","Eastern Local School District",37013,"3904912","Eastern Local School District",806
"3921","WI","Fennimore Community School District",47179,"5504590","Fennimore Community School District",806
"3922","WV","Gilmer County Board of Education",39784,"5400330","GILMER COUNTY SCHOOLS",806
"3923","NY","Brushton-Moira Central School District",36193,"3605820","BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT",804
"3924","AR","Pangburn School District",108523,"0511070","PANGBURN SCHOOL DISTRICT",804
"3925","MI","Potterville Public Schools",99078,"2629160","Potterville Public Schools",804
"3926","WI","School District of Ladysmith",40058,"5507590","Ladysmith School District",803
"3927","TX","Tolar Independent School District",164002,"4842900","TOLAR ISD",801
"3928","TX","Cooper Independent School District",38902,"4815150","COOPER ISD",799
"3929","MA","South Middlesex Regional Vocational Technical School District",34213,"2511060","South Middlesex Regional Vocational Technical",799
"3930","TX","Danbury Independent School District",163538,"4816290","DANBURY ISD",798
"3931","PA","Valley Grove School District",38152,"4224630","Valley Grove SD",798
"3932","NC","Weldon City Board of Education",40240,"3704890","Weldon City Schools",798
"3933","NY","Port Byron Central School District",36132,"3623430","PORT BYRON CENTRAL SCHOOL DISTRICT",797
"3934","NY","Unadilla Valley Central School District",36145,"3600019","UNADILLA VALLEY CENTRAL SCHOOL DISTRICT",797
"3935","OK","Nowata Public Schools",190859,"4021930","NOWATA",796
"3936","NY","Chautauqua Lake Central School District",36135,"3600018","CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT",795
"3937","OK","Chelsea Public Schools",197294,"4007380","CHELSEA",794
"3938","AL","Coosa County Board of Education",30325,"0100900","Coosa County",794
"3939","TX","Woden Independent School District",65252,"4846320","WODEN ISD",794
"3940","KY","Hickman County School District",33675,"2102790","Hickman County",793
"3941","TX","Axtell Independent School District",65698,"4809150","AXTELL ISD",791
"3942","MO","Pleasant Hope R-VI School District",45452,"2925350","PLEASANT HOPE R-VI",791
"3943","PA","Smethport Area School District",50311,"4221690","Smethport Area SD",791
"3944","OK","Stroud Public Schools",190914,"4029070","STROUD",791
"3945","WI","School District of Colfax",169565,"5502790","Colfax School District",790
"3946","MI","Reese Public Schools",34647,"2629520","Reese Public Schools",790
"3947","OH","Ansonia Local School District",82462,"3904662","Ansonia Local",789
"3948","TX","Freer Independent School District",38912,"4819820","FREER ISD",789
"3949","NE","Milford Public Schools",190323,"3173710","MILFORD PUBLIC SCHOOLS",788
"3950","MO","Puxico R-VIII School District",46034,"2925650","PUXICO R-VIII",788
"3951","OK","Calera School District",198294,"4006180","CALERA",787
"3952","TX","Forsan Independent School District",163587,"4819620","FORSAN ISD",787
"3953","TX","Frankston Independent School District",163590,"4819770","FRANKSTON ISD",786
"3954","OH","Eastern Local School District",37013,"3904851","Eastern Local",785
"3955","NY","Odessa-Montour Central School District",36384,"3621630","ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT",785
"3956","GA","Twiggs County Board of Education",105374,"1305220","Twiggs County",785
"3957","GA","School District Twiggs County",198262,"1305220","Twiggs County",785
"3958","GA","Hancock County Board of Education",189217,"1302640","Hancock County",783
"3959","GA","School District Hancock County",197771,"1302640","Hancock County",783
"3960","OK","Wyandotte Public Schools",190936,"4033240","WYANDOTTE",783
"3961","OK","Wyandotte School District",197333,"4033240","WYANDOTTE",783
"3962","PA","Forest City Regional School District",47290,"4209930","Forest City Regional SD",780
"3963","NY","Candor Central School District",36434,"3606420","CANDOR CENTRAL SCHOOL DISTRICT",779
"3964","MI","Harbor Springs School District",161481,"2617700","Harbor Springs School District",779
"3965","TX","Sonora Independent School District",163958,"4840800","SONORA ISD",779
"3966","OK","Hartshorne Public Schools",190812,"4013920","HARTSHORNE",775
"3967","WI","Parkview School District",191949,"5511130","Parkview School District",775
"3968","CA","Southern Humboldt Joint Unified School District",146672,"0637590","Southern Humboldt Joint Unified",775
"3969","NY","Bolivar-Richburg Central School District",36105,"3600012","BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT",774
"3970","WI","Boscobel Area School District",39979,"5501500","Boscobel Area School District",773
"3971","KY","Carlisle County School District",33639,"2100960","Carlisle County",773
"3972","KY","Owsley County School District",33725,"2104620","Owsley County",772
"3973","TX","Shelbyville Independent School District",39176,"4839960","SHELBYVILLE ISD",772
"3974","TX","San Saba Independent School District",88441,"4839030","SAN SABA ISD",771
"3975","WI","Whitehall School District",40075,"5516650","Whitehall School District",771
"3976","CA","Gravenstein Union Elementary School District",146183,"0615840","Gravenstein Union Elementary",770
"3977","CA","Mark Twain Union Elementary School District",146356,"0623970","Mark Twain Union Elementary",770
"3978","NE","Central City Public Schools",108906,"3104920","CENTRAL CITY PUBLIC SCHOOLS",767
"3979","CA","Columbia Elementary School District",146039,"0609450","Columbia Elementary",767
"3980","MI","Eau Claire Public Schools",34358,"2612810","Eau Claire Public Schools",767
"3981","OH","Fort Loramie Local School District",83116,"3904978","Fort Loramie Local",767
"3982","TX","Mildred Independent School District",163793,"4830720","MILDRED ISD",767
"3983","TX","New Deal Independent School District",65547,"4832430","NEW DEAL ISD",767
"3984","OH","Caldwell Exempted Village School District",82691,"3904525","Caldwell Exempted Village",766
"3985","CA","Placer Hills Union Elementary School District",146508,"0630720","Placer Hills Union Elementary",766
"3986","AR","Rose Bud School District",108525,"0512000","ROSE BUD SCHOOL DISTRICT",766
"3987","OH","Ayersville Local School District",82520,"3904670","Ayersville Local",765
"3988","PA","Coudersport Area School District",168731,"4206930","Coudersport Area SD",765
"3989","CA","Lassen Union High School District",146293,"0621060","Lassen Union High",765
"3990","TX","Groveton Independent School District",39217,"4821900","GROVETON ISD",764
"3991","OH","Shadyside Local School District",84336,"3904600","Shadyside Local",764
"3992","AR","Ouachita River School District",52057,"0500073","OUACHITA RIVER SCHOOL DISTRICT",763
"3993","WI","Phillips School District",40047,"5511730","Phillips School District",762
"3994","MS","Baldwyn School District",35071,"2800540","BALDWYN SCHOOL DISTRICT",761
"3995","MS","South Delta School District",35075,"2803960","SOUTH DELTA SCHOOL DISTRICT",759
"3996","FL","Jefferson County District School Board",93784,"1200990","JEFFERSON",758
"3997","TX","Thrall Independent School District",163997,"4842660","THRALL ISD",758
"3998","TX","Kenedy Independent School District",39054,"4825440","KENEDY ISD",757
"3999","TX","Mason Independent School District",163775,"4829280","MASON ISD",757
"4000","CA","Nevada City Elementary School District",146424,"0626820","Nevada City Elementary",757
"4001","OH","Jackson-Milton Local School District",83415,"3904832","Jackson-Milton Local",756
"4002","TX","Rio Vista Independent School District",163905,"4837200","RIO VISTA ISD",755
"4003","TX","Union Grove Independent School District",164013,"4843530","UNION GROVE ISD",755
"4004","CA","El Tejon Unified School District",146105,"0600026","El Tejon Unified",754
"4005","OH","Felicity-Franklin Local School District",37029,"3904633","Felicity-Franklin Local",754
"4006","MI","Decatur Public Schools",99075,"2611670","Decatur Public Schools",753
"4007","CA","Strathmore Union Elementary School District",146685,"0638130","Strathmore Union Elementary",752
"4008","OH","Trimble Local School District",37002,"3904592","Trimble Local",752
"4009","CA","Union Hill Elementary School District",146732,"0640380","Union Hill Elementary",748
"4010","WI","Abbotsford School District",48321,"5500030","Abbotsford School District",747
"4011","TX","Hearne Independent School District",39155,"4822830","HEARNE ISD",747
"4012","MO","Sarcoxie R-II School District",47385,"2927540","SARCOXIE R-II",747
"4013","OH","South Central Local School District",84367,"3904773","South Central Local",747
"4014","AR","Quitman School District",98778,"0511880","QUITMAN SCHOOL DISTRICT",746
"4015","TX","De Leon Independent School District",38885,"4816440","DE LEON ISD",745
"4016","CA","North County Joint Union Elementary School District",146436,"0627480","North County Joint Union Elementary",744
"4017","OK","Pawhuska Public Schools",190877,"4023580","PAWHUSKA",744
"4018","OH","Southeastern Local School District",49866,"3904627","Southeastern Local",744
"4019","KY","Paris Independent Board of Education",33622,"2104710","Paris Independent",743
"4020","OH","Tri-County North Local School District",84572,"3904926","Tri-County North Local",743
"4021","TX","San Augustine Independent School District",39163,"4838760","SAN AUGUSTINE ISD",742
"4022","TX","Ganado Independent School District",163595,"4820310","GANADO ISD",741
"4023","OH","Richmond Heights Local School District",54292,"3904659","Richmond Heights Local",741
"4024","TX","Bosqueville Independent School District",163463,"4810910","BOSQUEVILLE ISD",739
"4025","TX","Alvord Independent School District",163317,"4808100","ALVORD ISD",738
"4026","MO","Greenville R-II School District",35347,"2913380","GREENVILLE R-II",738
"4027","WA","North Beach School District No. 64",39628,"5305700","North Beach School District No. 64",738
"4028","WI","School District of Bonduel",169294,"5501470","Bonduel School District",736
"4029","OK","Hobart Public Schools",190806,"4014700","HOBART",736
"4030","CA","Monterey County Office of Education",31696,"0691021","Monterey County Office of Education",735
"4031","TX","Garrison Independent School District",39115,"4820400","GARRISON ISD",732
"4032","WI","Riverdale School District",39981,"5510140","Riverdale School District",732
"4033","MI","Ishpeming Public School District No. 1",161731,"2619530","Ishpeming Public School District No. 1",731
"4034","PA","Clarion Area School District",185117,"4206060","Clarion Area SD",730
"4035","TX","Hawkins Independent School District",163643,"4822770","HAWKINS ISD",729
"4036","NY","Ticonderoga Central School District",56392,"3628680","TICONDEROGA CENTRAL SCHOOL DISTRICT",729
"4037","OH","Dayton Regional Stem School",82973,"3901374","Dayton Regional STEM School",728
"4038","NY","Harpursville Central School District",36111,"3613710","HARPURSVILLE CENTRAL SCHOOL DISTRICT",727
"4039","MO","Portageville School District",35276,"2900003","PORTAGEVILLE",727
"4040","OH","Southern Local School District",65007,"3904853","Southern Local",727
"4041","OH","Western Local School District",37219,"3904915","Western Local",727
"4042","TX","Anson Independent School District",65073,"4808400","ANSON ISD",726
"4043","TX","Bland Independent School District",163452,"4810350","BLAND ISD",726
"4044","OH","Bright Local School District",37121,"3904761","Bright Local",726
"4045","PA","Northeast Bradford School District",37900,"4217460","Northeast Bradford SD",726
"4046","MO","Cabool R-IV School District",35341,"2906430","CABOOL R-IV",724
"4047","NY","Fillmore Central School District",36107,"3611070","FILLMORE CENTRAL SCHOOL DISTRICT",724
"4048","TX","Schulenburg Independent School District",38936,"4839540","SCHULENBURG ISD",723
"4049","WI","Boyceville Community School District",169266,"5501590","Boyceville Community School District",722
"4050","CA","Sonora Elementary School District",146662,"0637230","Sonora Elementary",722
"4051","MO","Sparta R-III School District",65148,"2928740","SPARTA R-III",722
"4052","CA","Emery Unified School District",146110,"0612630","Emery Unified",721
"4053","WI","Chequamegon School District",54064,"5500058","Chequamegon School District",719
"4054","NY","Marathon Central School District",64982,"3618450","MARATHON CENTRAL SCHOOL DISTRICT",719
"4055","WI","Necedah Area School District",45119,"5510230","Necedah Area School District",719
"4056","TX","Harleton Independent School District",163628,"4822500","HARLETON ISD",718
"4057","MO","Hartville R-II School District",35350,"2913770","HARTVILLE R-II",718
"4058","OR","Mt. Angel School District",86291,"4108550","Mt Angel SD 91",718
"4059","OK","Mangum Independent School District 1",147290,"4018780","MANGUM",717
"4060","NY","Moriah Central School District",64984,"3619830","MORIAH CENTRAL SCHOOL DISTRICT",717
"4061","TX","Rivercrest Independent School District",163908,"4842120","RIVERCREST ISD",717
"4062","MI","Bark River-Harris School District",161498,"2604020","Bark River-Harris School District",716
"4063","MO","Louisiana R-II School District",35289,"2919260","LOUISIANA R-II",716
"4064","OH","Perry Local School District",37260,"3904578","Perry Local",712
"4065","NH","Seabrook School District",52906,"3306150","Seabrook School District",712
"4066","NE","Mitchell Public Schools",109321,"3173890","MITCHELL PUBLIC SCHOOLS",711
"4067","AR","South Pike County School District",98791,"0510320","SOUTH PIKE COUNTY SCHOOL DISTRICT",711
"4068","AK","Nome Public Schools",40367,"0200570","Nome Public Schools",710
"4069","TX","Floydada Independent School District",38937,"4819440","FLOYDADA ISD",709
"4070","NJ","Mullica Township School District",168078,"3411070","Mullica Township School District",709
"4071","TX","Tioga Independent School District",164001,"4842870","TIOGA ISD",709
"4072","NE","Arlington Public Schools",190219,"3103130","ARLINGTON PUBLIC SCHOOLS",708
"4073","MI","Beecher Community School District",34405,"2604500","Beecher Community School District",708
"4074","AR","Carlisle School District",98654,"0503960","CARLISLE SCHOOL DISTRICT",706
"4075","MO","Thayer R-II School District",41934,"2930270","THAYER R-II",706
"4076","OH","Wellsville Local School District",37041,"3904503","Wellsville Local",706
"4077","ID","Aberdeen School District 58",71133,"1600030","ABERDEEN DISTRICT",705
"4078","MO","Diamond R-IV School District",47386,"2910800","DIAMOND R-IV",705
"4079","TX","Leon Independent School District",163717,"4827180","LEON ISD",705
"4080","CT","Regional School District 18",68344,"0903530","Regional School District 12",705
"4081","CT","Regional School District 1",68354,"0903530","Regional School District 12",705
"4082","MO","Seymour R-II School District",35349,"2927930","SEYMOUR R-II",705
"4083","WI","School District of Algoma",169292,"5500150","Algoma School District",704
"4084","TX","Refugio Independent School District",39153,"4836780","REFUGIO ISD",704
"4085","AL","Barbour County Board of Education",93563,"0100300","Barbour County",703
"4086","TX","Shiner Independent School District",163946,"4840110","SHINER ISD",703
"4087","AR","Cedar Ridge School District",51344,"0500070","CEDAR RIDGE SCHOOL DISTRICT",699
"4088","CA","Hamilton Unified School District",65805,"0601339","Hamilton Unified",694
"4089","TX","Moody Independent School District",39084,"4831290","MOODY ISD",694
"4090","WI","School District of Webster",99220,"5516230","Webster School District",693
"4091","TX","Timpson Independent School District",39177,"4842840","TIMPSON ISD",691
"4092","CA","Ventura County Office of Education",31734,"0691047","Ventura County Office of Education",691
"4093","TX","Trenton Independent School District",164006,"4843140","TRENTON ISD",690
"4094","PA","Conemaugh Valley School District",37920,"4206430","Conemaugh Valley SD",687
"4095","TX","Sanford-Fritch Independent School District",163933,"4839150","SANFORD-FRITCH ISD",687
"4096","NY","South Seneca Central School District",36386,"3622140","SOUTH SENECA CENTRAL SCHOOL DISTRICT",687
"4097","TX","Beckville Independent School District",163343,"4809690","BECKVILLE ISD",685
"4098","NE","Louisville Public Schools",190311,"3173050","LOUISVILLE PUBLIC SCHOOLS",685
"4099","PA","Rochester Area School District",37870,"4220460","Rochester Area SD",685
"4100","TX","Rosebud-Lott Independent School District",65069,"4837900","ROSEBUD-LOTT ISD",684
"4101","TX","Weimar Independent School District",53425,"4844820","WEIMAR ISD",684
"4102","NE","David City Public Schools",108636,"3100002","DAVID CITY PUBLIC SCHOOLS",683
"4103","NE","Pierce Public Schools",190345,"3175510","PIERCE PUBLIC SCHOOLS",683
"4104","WI","School District of Shell Lake",48363,"5513710","Shell Lake School District",683
"4105","MO","Alton R-IV School District",35280,"2903060","ALTON R-IV",681
"4106","MI","Beal City Public Schools",161528,"2604290","Beal City Public Schools",681
"4107","OH","New Miami Local School District",47544,"3904613","New Miami Local",680
"4108","NY","West Canada Valley Central School District",168241,"3630600","WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT",680
"4109","OH","Yellow Springs Exempted Village School District",84822,"3904567","Yellow Springs Exempted Village",680
"4110","CA","Trinity Alps Unified School District",146717,"0601331","Trinity Alps Unified",679
"4111","CA","Scott Valley Unified School District",146634,"0600159","Scott Valley Unified",678
"4112","NE","Conestoga Public Schools",108633,"3174200","CONESTOGA PUBLIC SCHOOLS",677
"4113","NY","Franklinville Central School District",36122,"3611490","FRANKLINVILLE CENTRAL SCHOOL DISTRICT",676
"4114","PA","Blacklick Valley School District",65172,"4203690","Blacklick Valley SD",675
"4115","WI","Montello School District",48364,"5509870","Montello School District",675
"4116","OH","Plymouth-Shiloh Local School District",43170,"3904946","Plymouth-Shiloh Local",675
"4117","OH","Fairport Harbor Exempted Village School District",83084,"3904536","Fairport Harbor Exempted Village",674
"4118","TX","Holland Independent School District",38809,"4823370","HOLLAND ISD",674
"4119","NV","Pershing County School District",44987,"3200420","PERSHING COUNTY SCHOOL DISTRICT",674
"4120","TX","Big Sandy Independent School District",42545,"4810140","BIG SANDY ISD",672
"4121","MO","Chaffee R-II School District",169429,"2908460","CHAFFEE R-II",672
"4122","TX","Ricardo Independent School District",169032,"4836930","RICARDO ISD",672
"4123","SC","Hampton County School District 2",168840,"4502460","Hampton 02",670
"4124","OH","Joseph Badger Local School District",83441,"3905017","Joseph Badger Local",670
"4125","TX","Panhandle Independent School District",163841,"4834230","PANHANDLE ISD",669
"4126","SC","Mccormick School District 1",38356,"4503000","McCormick 01",668
"4127","TX","Centerville Independent School District",39070,"4813410","CENTERVILLE ISD",665
"4128","OK","Oktaha School District",190872,"4022830","OKTAHA",665
"4129","TX","Premont Independent School District",51574,"4835760","PREMONT ISD",665
"4130","TX","Wolfe City Independent School District",164109,"4846350","WOLFE CITY ISD",665
"4131","NY","Dundee Central School District",36483,"3609390","DUNDEE CENTRAL SCHOOL DISTRICT",663
"4132","NH","Littleton School District",35581,"3304380","Littleton School District",663
"4133","MO","Gainesville R-V School District",43570,"2912600","GAINESVILLE R-V",662
"4134","CA","Laton Joint Unified School District",146295,"0621150","Laton Joint Unified",661
"4135","OH","Western Reserve Local School District",47541,"3904839","Western Reserve Local",661
"4136","TX","Joaquin Independent School District",99176,"4824810","JOAQUIN ISD",660
"4137","OH","Clay Local School District",82794,"3910026","Clay Local",659
"4138","TX","Olney Independent School District",39262,"4833630","OLNEY ISD",657
"4139","TX","Three Rivers Independent School District",163998,"4842690","THREE RIVERS ISD",656
"4140","CA","Cardiff Elementary School District",145993,"0607470","Cardiff Elementary",655
"4141","CA","San Pasqual Valley Unified School District",146611,"0635070","San Pasqual Valley Unified",654
"4142","KY","Fulton Independent School District",41335,"2102100","Fulton County",653
"4143","KY","Fulton County School District",33659,"2102100","Fulton County",653
"4144","NY","Wheatland-Chili Central School District",168242,"3631170","WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT",653
"4145","CA","Gold Trail Union Elementary School District",146172,"0615450","Gold Trail Union Elementary",652
"4146","TX","Itasca Independent School District",65072,"4824480","ITASCA ISD",652
