"","state.abb","county","census_id","id.x","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","id.y","state.name","population"
"1458","KS","Jefferson County","17104404400000",114266,2020,"General Purpose",0,2721417,0,136136,853894,0,9201404,0,0,0,431386,0,0,0,29916656,2016277,27900379,0,0,0,29916656,FALSE,"0500000US20087","Kansas",18368
"1459","MS","Covington County","25101601600000",119266,2020,"General Purpose",21670349,7135000,989005,2349962,297743,0,10898639,0,0,0,0,1127826,2453302,799929,12790447,-3415951,20587455,0,0,0,17171504,FALSE,"0500000US28031","Mississippi",18340
"1460","MO","Wright County","26111511400000",81547,2020,"General Purpose",0,0,0,6882823,0,0,0,0,0,0,0,0,0,0,9386806,1211256,8175550,0,0,0,9386806,FALSE,"0500000US29229","Missouri",18188
"1461","PA","Montour County","39104704700000",87470,2020,"General Purpose",3136660,0,0,126476,0,3010184,112267,0,0,0,0,1316728,5854893,546704,5099886,754681,12063530,0,0,0,12818211,FALSE,"0500000US42093","Pennsylvania",18136
"1462","WI","Sawyer County","50105805800000",39867,2020,"General Purpose",8339584,790000,3256000,0,0,1555332,0,2177992,1504431,0,1233821,8056707,6269937,211235,16356789,525600,30369068,0,0,0,30894668,FALSE,"0500000US55113","Wisconsin",18074
"1463","PR","Adjuntas",NA,46246,2020,"General Purpose",33750563,12065243,1371890,0,0,2338783,15530722,0,776863,0,494579,709780,1153259,2229723,9396328,1201540,12287550,0,0,0,13489090,FALSE,"0500000US72001","Puerto Rico",18020
"1464","VA","Southampton County","47108808800000",98560,2020,"General Purpose",70666280,50003627,2476866,314910,4672134,0,5459813,0,612608,67621,720272,3627953,7041968,0,29833476,2250086,38253311,0,0,0,40503397,FALSE,"0500000US51175","Virginia",17996
"1465","KY","Russell County","18110410400000",105734,2020,"General Purpose",0,10090000,0,0,577196,0,0,0,0,0,0,0,0,0,12252098,-1173264,13425362,0,0,0,12252098,FALSE,"0500000US21207","Kentucky",17991
"1466","MI","Benzie County","23101001000000",77751,2020,"General Purpose",15490364,4568711,1110290,0,59247,0,9197052,0,0,0,555064,13832014,1873828,0,10700672,759999,25646515,0,0,0,26406514,FALSE,"0500000US26019","Michigan",17970
"1467","FL","Madison County","10104004000000",96412,2020,"General Purpose",26341179,0,1344007,0,5155648,0,18739479,0,0,0,1035735,3719321,1944622,1475450,19945069,-106674,27191136,782647,1305268,0,27084462,FALSE,"0500000US12079","Florida",17968
"1468","AR","Grant County","4102702700000",96131,2020,"General Purpose",594918,0,594918,2893,0,10094,4546622,0,0,0,38839,0,0,0,9968668,1499605,8469063,0,0,0,9968668,FALSE,"0500000US05053","Arkansas",17958
"1469","TN","Johnson County","43104604600000",197464,2020,"General Purpose",9742846,7864379,402652,159632,0,0,0,2153146,493740,0,255325,2935032,2895951,445689,6243136,1336241,11183567,0,0,0,12519808,FALSE,"0500000US47091","Tennessee",17948
"1470","MI","Kalkaska County","23104004000000",79275,2020,"General Purpose",9678979,0,1873617,0,0,0,6711113,0,882594,0,211655,3244086,2416240,7688,7102677,770656,12000035,355800,45261,0,12770691,FALSE,"0500000US26079","Michigan",17939
"1471","TN","Unicoi County","43108608600000",197525,2020,"General Purpose",22511175,20942661,353007,0,0,1004800,0,537993,0,0,210707,2401398,2385072,607553,8479925,-2637520,16511468,0,0,0,13873948,FALSE,"0500000US47171","Tennessee",17928
"1472","NY","Schuyler County","33104904400000",43189,2020,"General Purpose",71745606,8693373,5718733,5577,0,0,13382817,0,40425790,0,919334,8002219,10294516,1871141,24777142,-1512064,46457082,0,0,0,44945018,FALSE,"0500000US36097","New York",17898
"1473","TX","Young County","44125225200000",129447,2020,"General Purpose",4366521,2297125,335936,1544573,0,0,0,18565760,77297,0,111590,2792348,325111,0,9833197,1638180,11312476,0,0,0,12950656,FALSE,"0500000US48503","Texas",17867
"1474","TN","Haywood County","43103803800000",197454,2020,"General Purpose",19734432,12693349,1284098,493220,3318903,157000,0,1406900,0,0,67708,4595816,2894072,2794676,11170705,3321684,18133585,0,0,0,21455269,FALSE,"0500000US47075","Tennessee",17864
"1475","FL","Gilchrist County","10102102100000",69135,2020,"General Purpose",22818524,0,1266498,0,0,1620474,18771850,0,139976,0,977520,4754769,4155775,3237734,13362294,-2212558,27723130,0,0,0,25510572,FALSE,"0500000US12041","Florida",17864
"1476","VA","King William County","47105105100000",88743,2020,"General Purpose",32764207,26570497,2434255,1485000,0,0,1292789,0,524947,0,456719,1787384,3276809,0,30270302,-397094,35731589,0,0,0,35334495,FALSE,"0500000US51101","Virginia",17810
"1477","NC","Avery County","34100600600000",36496,2020,"General Purpose",24338968,0,2245573,0,0,12951218,3696525,56758,4743216,0,702975,2609049,3958545,296900,30575836,5155592,32284738,0,0,0,37440330,FALSE,"0500000US37011","North Carolina",17806
"1478","WA","San Juan County","48102802800000",45165,2020,"General Purpose",0,10500900,0,0,31998,300000,5125828,1198410,15065755,0,1659556,6261079,11267705,0,49031281,10591818,55968247,0,0,0,66560065,FALSE,"0500000US53055","Washington",17788
"1479","PR","Guayanilla",NA,46068,2020,"General Purpose",47168736,10066320,4656360,0,651888,2968841,23484728,0,0,0,1497124,1267371,5559804,250000,8441199,-2351070,17869444,0,0,0,15518374,FALSE,"0500000US72059","Puerto Rico",17784
"1480","PR","Luquillo",NA,46810,2020,"General Purpose",37246454,6373832,3502979,0,0,3446548,21798144,0,649994,0,1399766,2375011,2916287,288997,11144045,-131763,16856103,0,0,0,16724340,FALSE,"0500000US72089","Puerto Rico",17781
"1481","SD","Hughes County","42103303200000",128272,2020,"General Purpose",0,0,0,0,0,0,0,9913,0,0,0,3498090,4973360,17601,12648256,2551037,18586270,22737865,7008074,0,29745939,FALSE,"0500000US46065","South Dakota",17765
"1482","TX","Eastland County","44106706700000",54580,2020,"General Purpose",3462951,0,1119542,432064,0,0,1429018,0,482327,0,0,2362194,1537748,0,8496219,-82051,12478212,0,0,0,12396161,FALSE,"0500000US48133","Texas",17725
"1483","IA","Dickinson County","16103003000000",42681,2020,"General Purpose",21852464,15096077,1625578,0,0,420000,2895987,0,203626,0,382178,1749796,4432014,9765479,12661142,11691010,16917421,0,0,0,28608431,FALSE,"0500000US19059","Iowa",17703
"1484","IL","Hancock County","14103403400000",72307,2020,"General Purpose",1545944,0,1295068,0,0,90581,0,0,0,0,160295,4041267,2494768,0,6381970,1108738,11809267,0,0,0,12918005,FALSE,"0500000US17067","Illinois",17620
"1485","NE","Seward County","28108008000000",81877,2020,"General Purpose",0,9073581,0,0,0,0,0,0,0,0,0,900706,4033406,0,12137121,-345032,17416265,0,0,0,17071233,FALSE,"0500000US31159","Nebraska",17609
"1486","VA","Patrick County","47107107100000",93548,2020,"General Purpose",45138694,34671596,3027963,140928,765000,0,4730533,0,1037532,0,765142,764961,5839458,17652,18830579,-1476311,26928961,0,0,0,25452650,FALSE,"0500000US51141","Virginia",17608
"1487","MO","Pike County","26108208200000",97980,2020,"General Purpose",0,0,0,0,400000,0,0,0,0,0,0,0,0,0,10590731,643613,9947118,0,0,0,10590731,FALSE,"0500000US29163","Missouri",17587
"1488","TN","Polk County","43107007000000",197499,2020,"General Purpose",10172550,0,181549,0,8831900,1025000,0,451274,0,0,134101,2903842,3026157,1685190,8254439,308730,15560898,0,0,0,15869628,FALSE,"0500000US47139","Tennessee",17544
"1489","IA","Delaware County","16102802800000",113332,2020,"General Purpose",12775192,5830000,1745580,0,0,1264999,2764799,0,542549,0,627265,996050,5570261,1132996,12375224,2261563,17812968,0,0,0,20074531,FALSE,"0500000US19055","Iowa",17488
"1490","TX","Lee County","44114414400000",88351,2020,"General Purpose",14122825,4550000,635134,78313,0,0,1130530,0,7584072,0,144766,2082366,1018152,0,14430468,3816069,13714917,0,0,0,17530986,FALSE,"0500000US48287","Texas",17478
"1491","NC","Northampton County","34106606600000",36620,2020,"General Purpose",49948381,13095000,1937109,0,0,8963176,5217083,26689,19825186,0,910824,8184934,7150778,404798,23327106,668168,38399448,0,0,0,39067616,FALSE,"0500000US37131","North Carolina",17471
"1492","CO","Park County","6104704600000",111037,2020,"General Purpose",11154061,0,2040188,1160427,356528,0,0,0,0,0,374775,4023982,12214346,550405,15447518,2286858,29949393,0,0,0,32236251,FALSE,"0500000US08093","Colorado",17390
"1493","CO","Pitkin County","6104904800000",31982,2020,"General Purpose",91884285,40782327,16384518,0,0,0,0,0,0,0,3743398,50103679,8624754,5205281,64087193,13109594,114911313,0,0,0,128020907,FALSE,"0500000US08097","Colorado",17358
"1494","AR","Drew County","4102202200000",96096,2020,"General Purpose",1093229,11545000,1093229,0,0,133853,4253380,0,0,0,55814,0,0,0,12720713,1410568,11310145,0,0,0,12720713,FALSE,"0500000US05043","Arkansas",17350
"1495","TN","Chester County","43101201200000",197423,2020,"General Purpose",11074419,8106268,60302,0,0,2522400,0,1388418,224697,0,494,1898664,2644109,662635,6992063,711095,11486376,0,0,0,12197471,FALSE,"0500000US47023","Tennessee",17341
"1496","WI","Richland County","50105305300000",39863,2020,"General Purpose",31495368,26151766,2135179,0,0,1212000,0,2450352,909589,0,1086834,13688483,7587016,206182,13216811,-1904246,36602738,0,0,0,34698492,FALSE,"0500000US55103","Wisconsin",17304
"1497","NV","Humboldt County","29100700700000",35509,2020,"General Purpose",33414003,220305,2679256,752468,0,0,25047487,0,3600784,0,1113703,4380657,2328161,0,29640641,633871,35715588,0,0,0,36349459,FALSE,"0500000US32013","Nevada",17285
"1498","AR","Sharp County","4106806800000",103715,2020,"General Purpose",1193988,9730000,1193988,0,0,340937,3541377,0,0,0,31434,0,0,0,11076919,-3956051,15032970,0,0,0,11076919,FALSE,"0500000US05135","Arkansas",17271
"1499","IL","Union County","14109109100000",74269,2020,"General Purpose",18628118,13948727,1041089,289423,0,0,698357,198896,2182700,0,467822,1774879,3775923,426312,7375008,958000,12394122,0,0,0,13352122,FALSE,"0500000US17181","Illinois",17244
"1500","GA","Ben Hill County","11100900900000",196488,2020,"General Purpose",2806691,0,968381,222212,0,0,1442107,0,0,0,173991,1555753,1192815,433838,11975408,2099780,13058034,0,0,0,15157814,FALSE,"0500000US13017","Georgia",17194
"1501","MT","Park County","27103403400000",120619,2020,"General Purpose",9357360,0,518479,0,0,1702500,4777271,0,458805,0,579281,2308826,2448693,996650,10956611,1550602,15160178,0,0,0,16710780,FALSE,"0500000US30067","Montana",17191
"1502","AL","Henry County","1103403400000",103456,2020,"General Purpose",2323824,0,345093,0,0,275090,811168,0,0,0,300265,2073012,5013334,250791,4177911,1183660,10331388,0,0,0,11515048,FALSE,"0500000US01067","Alabama",17146
"1503","IA","Tama County","16108608600000",43110,2020,"General Purpose",15121586,9810000,899475,0,0,0,3846120,0,86886,0,479105,1458176,5567620,258832,11724016,-1356482,20365126,0,0,0,19008644,FALSE,"0500000US19171","Iowa",17135
"1504","CA","Mariposa County","5102202200000",44894,2020,"General Purpose",152738622,6760056,12730012,1539343,0,365938,52700640,0,64239818,0,2910962,9260236,37515897,5863116,29663621,-11029923,93332793,739112,40659,0,82302870,FALSE,"0500000US06043","California",17131
"1505","MO","Cooper County","26102702700000",97949,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,486696,393081,0,2208208,-654519,3742504,0,0,0,3087985,FALSE,"0500000US29053","Missouri",17103
"1506","AR","Franklin County","4102402400000",66861,2020,"General Purpose",743222,7575000,743222,0,476599,0,4793765,0,0,0,275325,0,0,0,12572069,297923,12274146,0,0,0,12572069,FALSE,"0500000US05047","Arkansas",17097
"1507","MO","Dallas County","26103003000000",119568,2020,"General Purpose",0,0,0,198594,0,0,0,0,0,0,0,0,0,0,8536865,1737683,6799182,0,0,0,8536865,FALSE,"0500000US29059","Missouri",17071
"1508","IA","Clayton County","16102202200000",33299,2020,"General Purpose",5179160,632000,714494,54984,0,0,2819386,0,426923,0,531373,1995522,5806539,77914,10258569,6065996,12072548,0,0,0,18138544,FALSE,"0500000US19043","Iowa",17043
"1509","PR","Ciales",NA,43176,2020,"General Purpose",39080464,3957820,3075791,0,4173330,1155150,23200495,0,0,0,1223913,876275,936254,871147,9875581,-946763,13506020,0,0,0,12559257,FALSE,"0500000US72039","Puerto Rico",16984
"1510","TX","Falls County","44107307300000",88163,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,1756041,395121,2100970,9065782,23373,13294541,0,0,0,13317914,FALSE,"0500000US48145","Texas",16968
"1511","KY","Garrard County","18104004000000",94754,2020,"General Purpose",0,6623673,0,11738870,0,0,0,0,0,0,0,0,0,0,9248041,648851,8599190,0,0,0,9248041,FALSE,"0500000US21079","Kentucky",16953
"1512","TX","Scurry County","44120820800000",88444,2020,"General Purpose",13805566,11721670,361654,1372438,0,0,349804,0,0,0,0,4674118,1109910,0,15618929,862105,20540852,0,0,0,21402957,FALSE,"0500000US48415","Texas",16932
"1513","CO","Gunnison County","6102602500000",31969,2020,"General Purpose",45833256,2456917,958187,2692179,1338230,0,0,0,0,0,1823663,15166682,2953130,7477820,17493078,2301282,40789428,0,0,0,43090710,FALSE,"0500000US08051","Colorado",16918
"1514","GA","Rabun County","11111911900000",92042,2020,"General Purpose",22378813,10725000,1978480,162895,0,0,2699317,0,372421,0,356637,3002336,15355856,592960,25420798,8842610,35529340,0,0,0,44371950,FALSE,"0500000US13241","Georgia",16883
"1515","IA","Hardin County","16104204200000",113339,2020,"General Purpose",23085259,15890000,437969,273183,0,1025530,3063089,0,896569,0,329022,2434792,4563879,3952917,10542491,1525260,19968819,0,0,0,21494079,FALSE,"0500000US19083","Iowa",16878
"1516","IL","Edgar County","14102302300000",71899,2020,"General Purpose",3208787,290000,642834,1244705,108089,498797,42233,0,0,0,365014,4588159,2029607,0,6594989,967182,12245573,0,0,0,13212755,FALSE,"0500000US17045","Illinois",16866
"1517","IL","Warren County","14109409400000",52958,2020,"General Purpose",1084813,0,407721,0,0,0,598693,0,0,0,78399,1578874,2832213,539168,5492258,896270,9546243,0,0,0,10442513,FALSE,"0500000US17187","Illinois",16835
"1518","AR","Cross County","4101901900000",96083,2020,"General Purpose",823737,13465000,823737,0,0,1134945,3358594,0,0,0,41850,0,0,0,13731676,-2227899,15959575,0,0,0,13731676,FALSE,"0500000US05037","Arkansas",16833
"1519","VA","Buckingham County","47101501500000",326385,2020,"General Purpose",45789094,30294528,2921155,0,10275998,0,1243009,0,360765,0,693639,1978002,5379629,489639,19604633,1083360,26368543,0,0,0,27451903,FALSE,"0500000US51029","Virginia",16824
"1520","VA","Giles County","47103603600000",93534,2020,"General Purpose",38956852,15214238,2080075,936753,14147000,0,3535731,0,2214604,0,779807,1342171,7326385,239106,21324081,666468,29565275,0,0,0,30231743,FALSE,"0500000US51071","Virginia",16787
"1521","FL","Dixie County","10101501500000",92000,2020,"General Purpose",21899454,0,740660,218648,0,478631,18781387,0,594971,0,754120,5029108,4504431,3125063,12289358,-120805,25068765,0,0,0,24947960,FALSE,"0500000US12029","Florida",16759
"1522","AR","Jackson County","4103403400000",96166,2020,"General Purpose",3586487,5815000,0,539035,0,245870,4209118,0,0,0,124974,0,0,0,10974664,1395842,9578822,0,0,0,10974664,FALSE,"0500000US05067","Arkansas",16755
"1523","IL","Bond County","14100300300000",71371,2020,"General Purpose",2271218,0,691652,0,0,0,920130,533514,0,0,659436,5066867,1512958,59897,6360304,942108,12057918,0,0,0,13000026,FALSE,"0500000US17005","Illinois",16725
"1524","IA","Iowa County","16104804800000",113344,2020,"General Purpose",10939422,4395000,817224,40884,0,611000,3434092,0,478792,0,742430,3517100,7374671,5924665,11793052,6055968,22553520,0,0,0,28609488,FALSE,"0500000US19095","Iowa",16662
"1525","WI","Washburn County","50106606600000",39874,2020,"General Purpose",22058166,13681572,3476668,1619466,0,450751,0,1919556,1430010,0,1399699,9486127,6545840,1075604,13970311,3146756,27931126,0,0,0,31077882,FALSE,"0500000US55129","Wisconsin",16623
"1526","WI","Lafayette County","50103303300000",39847,2020,"General Purpose",16773906,0,4322656,196606,0,7595160,0,3336172,2029464,0,2630020,31717811,6692904,0,12852453,3791979,47471189,0,0,0,51263168,FALSE,"0500000US55065","Wisconsin",16611
"1527","NM","Socorro County","32102802800000",65782,2020,"General Purpose",17556569,5833219,574558,0,0,3030334,7711572,0,0,0,273648,960396,3416352,824830,8737748,-140197,14079523,0,0,0,13939326,FALSE,"0500000US35053","New Mexico",16595
"1528","AZ","La Paz County","3101501500000",31624,2020,"General Purpose",51013001,11128325,3177660,1013716,0,165000,34137590,155148,101133,698320,1289577,7658135,5070734,5059760,18746365,6141231,30393763,0,0,0,36534994,FALSE,"0500000US04012","Arizona",16557
"1529","IA","Madison County","16106106100000",33306,2020,"General Purpose",7095647,1500000,925940,0,100000,865000,2677502,0,251338,0,775867,1451480,4959287,2684695,9323448,3111286,15307624,0,0,0,18418910,FALSE,"0500000US19121","Iowa",16548
"1530","ND","Richland County","35103903900000",81820,2020,"General Purpose",20503353,0,469393,171123,0,0,18783007,0,478767,0,601063,1239657,6177824,45507,12495325,-426929,20385242,0,0,0,19958313,FALSE,"0500000US38077","North Dakota",16529
"1531","IA","Crawford County","16102402400000",64867,2020,"General Purpose",6473508,715000,1104941,0,0,0,3918218,0,0,0,735349,1854855,6653914,178818,10452811,-443807,19584205,0,0,0,19140398,FALSE,"0500000US19047","Iowa",16525
"1532","MO","New Madrid County","26107207200000",97979,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,1180156,2157886,241853,9299483,771942,12107436,0,0,0,12879378,FALSE,"0500000US29143","Missouri",16434
"1533","PA","Potter County","39105305200000",42727,2020,"General Purpose",6593596,0,1336752,0,0,3065859,1566420,0,0,0,624565,2721917,10042121,0,7203244,2708359,17258923,0,0,0,19967282,FALSE,"0500000US42105","Pennsylvania",16396
"1534","IA","Clay County","16102102100000",113330,2020,"General Purpose",10502849,4070000,438313,0,0,85991,2915945,0,413000,0,196000,1287660,4392617,6459248,13005042,8318590,16825977,0,0,0,25144567,FALSE,"0500000US19041","Iowa",16384
"1535","CO","Alamosa County","6100200200000",31950,2020,"General Purpose",26745188,0,3535766,2173427,0,35053,0,0,0,0,601209,2028464,23734506,5123192,12739549,5772856,37852855,0,0,0,43625711,FALSE,"0500000US08003","Colorado",16376
"1536","KS","Atchison County","17100300300000",114234,2020,"General Purpose",0,3758931,0,859482,0,0,7892408,0,0,0,262167,0,0,0,24648460,174595,24473865,0,0,0,24648460,FALSE,"0500000US20005","Kansas",16348
"1537","MT","Hill County","27102102100000",98015,2020,"General Purpose",8261887,244000,706265,0,591734,0,4860746,0,1335972,0,523170,2324479,1602931,180012,9859536,403403,13563555,0,0,0,13966958,FALSE,"0500000US30041","Montana",16309
"1538","GA","Brooks County","11101401400000",92025,2020,"General Purpose",2297035,0,437667,449182,278440,0,906746,0,0,0,77188,2664403,647763,804150,11645523,3020022,12741817,0,0,0,15761839,FALSE,"0500000US13027","Georgia",16301
"1539","GA","Dade County","11104104100000",70801,2020,"General Purpose",2247661,660000,443621,726922,0,0,0,0,0,0,417118,2003222,461684,367431,10671807,349287,13154857,0,0,0,13504144,FALSE,"0500000US13083","Georgia",16251
"1540","TN","Wayne County","43109109100000",197530,2020,"General Purpose",19875417,18625930,70445,0,525475,0,0,2039396,0,0,204085,2270377,4035265,357239,8892271,2926990,12628162,0,0,0,15555152,FALSE,"0500000US47181","Tennessee",16232
"1541","WI","Bayfield County","50100400400000",39823,2020,"General Purpose",7356141,2880000,3694290,23456,0,0,0,0,0,0,758395,7902154,8880341,110589,14583247,1774939,29701392,0,0,0,31476331,FALSE,"0500000US55007","Wisconsin",16220
"1542","AR","Lawrence County","4103803800000",110902,2020,"General Purpose",870585,6755000,870585,40969,0,54092,4309470,0,0,0,46181,0,0,0,8913208,1248941,7664267,0,0,0,8913208,FALSE,"0500000US05075","Arkansas",16216
"1543","IL","Wayne County","14109609600000",74399,2020,"General Purpose",8920,0,8920,0,0,0,1270054,0,0,0,400000,1721169,6180459,0,4634033,2052753,10482908,0,0,0,12535661,FALSE,"0500000US17191","Illinois",16179
"1544","FL","Union County","10106306300000",196485,2020,"General Purpose",13192258,0,1003408,496384,0,0,11157105,0,121222,0,414139,2142400,4686113,1189390,6209499,825164,13402238,0,0,0,14227402,FALSE,"0500000US12125","Florida",16147
"1545","VA","Appomattox County","47200600100000",59363,2020,"General Purpose",25550929,15418336,1909449,0,0,0,5145132,0,916644,0,251531,408035,6532047,0,18436105,2446563,22929624,0,0,0,25376187,FALSE,"0500000US51011","Virginia",16119
"1546","WI","Crawford County","50101201200000",39830,2020,"General Purpose",7253223,4080000,1012713,30201,0,0,0,1618860,1202711,0,927598,5495475,6554023,19955,12447217,1532043,22984627,3236458,3667547,0,24516670,FALSE,"0500000US55023","Wisconsin",16113
"1547","CA","Trinity County","5105305200000",31730,2020,"General Purpose",125303497,1990000,4464388,765485,407196,0,59729007,0,50543082,0,1099205,14730945,35532442,9233237,13166706,2877962,69785368,0,0,0,72663330,FALSE,"0500000US06105","California",16112
"1548","PR","Patillas",NA,46681,2020,"General Purpose",59570401,7207511,6900390,0,0,3123929,37208689,0,0,0,1291291,28174,2752337,592835,8366579,-1941786,13681711,0,0,0,11739925,FALSE,"0500000US72109","Puerto Rico",15985
"1549","NE","Otoe County","28106606600000",109389,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,644605,2705635,0,10786765,-22958,14159963,0,0,0,14137005,FALSE,"0500000US31131","Nebraska",15912
"1550","TN","Benton County","43100300300000",197410,2020,"General Purpose",22571287,4655000,4169619,0,2234451,840000,0,1281559,42747,0,165269,27279050,3676305,965113,9409538,3490352,37839654,0,0,0,41330006,FALSE,"0500000US47005","Tennessee",15864
"1551","VA","Brunswick County","47101301300000",93521,2020,"General Purpose",23859822,12685106,2394991,1909000,0,0,4147418,0,1289201,0,655402,2538956,4940591,905845,20321192,1024024,27682560,0,0,0,28706584,FALSE,"0500000US51025","Virginia",15849
"1552","PR","Arroyo",NA,44218,2020,"General Purpose",21475454,6807192,4633981,0,4569074,2082698,0,0,0,0,1264771,412503,4247769,325558,8836963,-2385386,16208179,0,0,0,13822793,FALSE,"0500000US72015","Puerto Rico",15843
"1553","AR","Sevier County","4106706700000",103929,2020,"General Purpose",780474,24250000,780474,0,0,0,3999804,0,0,0,165276,0,0,0,36491443,25625125,10866318,0,0,0,36491443,FALSE,"0500000US05133","Arkansas",15839
"1554","TN","Sequatchie County","43107707700000",197513,2020,"General Purpose",3679193,0,54077,0,249000,0,0,479633,95116,0,0,1455369,2412067,0,6308282,469843,9705875,0,0,0,10175718,FALSE,"0500000US47153","Tennessee",15826
"1555","AR","Van Buren County","4107107100000",110916,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"0500000US05141","Arkansas",15796
"1556","TX","Leon County","44114514500000",88353,2020,"General Purpose",2379421,0,1208465,547903,0,0,0,3219054,438867,0,184186,919071,840965,0,11800553,-1296223,14856812,0,0,0,13560589,FALSE,"0500000US48289","Texas",15719
"1557","CO","Grand County","6102502400000",31968,2020,"General Purpose",15952798,189000,5349787,3443321,2448859,0,0,0,0,0,0,6849149,11828201,2649957,23980653,5753821,39554139,148605,0,0,45307960,FALSE,"0500000US08049","Colorado",15717
"1558","GA","Jefferson County","11108108100000",96485,2020,"General Purpose",3614947,0,1105086,387221,0,0,0,0,0,0,190670,5271639,671015,1538892,13956845,3351790,18086601,0,0,0,21438391,FALSE,"0500000US13163","Georgia",15709
"1559","IL","Carroll County","14100800800000",71533,2020,"General Purpose",1385115,0,522365,0,0,86662,629048,0,0,0,147040,1064753,2316055,1289687,5123970,2017479,7776986,0,0,0,9794465,FALSE,"0500000US17015","Illinois",15702
"1560","MN","Aitkin County","24100100100000",34707,2020,"General Purpose",25216981,10164025,2538670,0,158358,0,10131555,0,756582,0,1377885,3205394,14834010,123659,20111520,6010322,32264261,0,0,0,38274583,FALSE,"0500000US27001","Minnesota",15697
"1561","IA","Jefferson County","16105105100000",113346,2020,"General Purpose",14494624,0,2429315,112443,0,8304071,2400739,0,1009046,0,239010,2004222,3381679,2408698,8975486,2185734,14584351,0,0,0,16770085,FALSE,"0500000US19101","Iowa",15663
"1562","MO","Pemiscot County","26107807800000",45040,2020,"General Purpose",0,0,0,2346424,0,0,0,0,0,0,0,0,0,0,10576248,191456,10384792,0,0,0,10576248,FALSE,"0500000US29155","Missouri",15661
"1563","PR","Hormigueros",NA,87585,2020,"General Purpose",54151902,5645447,1688448,0,0,1112916,31336236,0,721894,0,1814863,2166577,2440173,230974,10137821,-844584,15820129,0,0,0,14975545,FALSE,"0500000US72067","Puerto Rico",15654
"1564","VA","Nottoway County","47106806800000",93547,2020,"General Purpose",8995492,1482319,1444288,0,155163,0,0,1966255,1027423,0,298156,740490,3827260,0,12288392,1102574,15753568,0,0,0,16856142,FALSE,"0500000US51135","Virginia",15642
"1565","IA","Floyd County","16103403400000",64870,2020,"General Purpose",23862050,18220000,1635809,0,0,0,3492404,0,240816,0,233499,1703891,4444042,3087683,12450814,4709228,16977202,0,0,0,21686430,FALSE,"0500000US19067","Iowa",15627
"1566","WI","Marquette County","50103903900000",39853,2020,"General Purpose",15262167,7502427,2944687,0,0,2533333,0,2117373,1704269,0,577451,8756651,15201277,0,15186068,2695832,36448164,5565458,2160,0,39143996,FALSE,"0500000US55077","Wisconsin",15592
"1567","OK","Pawnee County","37105905900000",125449,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8186105,-392450,8578555,0,0,0,8186105,FALSE,"0500000US40117","Oklahoma",15553
"1568","VA","Floyd County","47203200100000",88709,2020,"General Purpose",32606989,20656688,4494254,1906873,0,0,3311408,0,372189,0,493231,1241149,4616552,356775,17282834,596603,22900707,120872,172095,0,23497310,FALSE,"0500000US51063","Virginia",15476
"1569","MO","Moniteau County","26106806800000",97973,2020,"General Purpose",0,0,0,117383,0,0,0,0,0,0,0,0,0,0,10339374,849818,9489556,0,0,0,10339374,FALSE,"0500000US29135","Missouri",15473
"1570","MN","Redwood County","24106406400000",34734,2020,"General Purpose",13164635,4107896,2163526,152817,65782,0,5000291,0,820081,0,854242,3389247,13331183,3293556,15685091,7286201,28412876,0,0,0,35699077,FALSE,"0500000US27127","Minnesota",15425
"1571","AL","Washington County","1106506500000",103548,2020,"General Purpose",14094423,0,426648,2809257,0,71730,1758027,0,0,0,150243,3319208,4010294,251703,6648079,-1598851,15828135,0,0,0,14229284,FALSE,"0500000US01129","Alabama",15388
"1572","VA","Grayson County","47103903900000",88717,2020,"General Purpose",23738688,13483611,2037130,654066,0,41267,6016904,0,817578,0,688132,2434652,5517259,24883,14987318,2140481,20823631,0,0,0,22964112,FALSE,"0500000US51077","Virginia",15333
"1573","MN","Roseau County","24106806800000",34736,2020,"General Purpose",12419907,2746806,1233825,0,0,0,6173543,0,1068010,0,1197723,2643520,8310144,7549489,9523301,2344187,25682267,0,0,0,28026454,FALSE,"0500000US27135","Minnesota",15331
"1574","LA","West Feliciana Parish","19106306100000",116241,2020,"General Purpose",6368028,2425000,1103080,0,2475660,75728,32049,169115,28494,0,228047,3018504,445605,3274773,8737714,3157860,12318737,0,0,0,15476597,FALSE,"0500000US22125","Louisiana",15310
"1575","VA","Alleghany County","47100300300000",88653,2020,"General Purpose",32340964,13343765,2078506,8868326,1500000,0,5473387,0,639126,0,437854,5858014,10425472,169385,23233738,2576863,37109746,0,0,0,39686609,FALSE,"0500000US51005","Virginia",15223
