state.abb,county,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,id,state.name,population
NM,Lea County,2020,General Purpose,54412925,0,3164773,0,0,0,37120253,0,13129405,0,998494,3976086,5883342,1732322,107060993,37574847,81077896,0,0,0,118652743,0500000US35025,New Mexico,74455
IL,Vermilion County,2020,General Purpose,9650674,0,2498711,1983700,0,0,0,4493004,4879237,0,289026,3620765,1238665,0,40351233,2762279,42448384,0,0,0,45210663,0500000US17183,Illinois,74188
PA,Somerset County,2020,General Purpose,33215131,26320544,3855081,1366103,0,0,415439,0,0,0,1257963,2397737,28174087,2066892,27296481,8349055,51586142,0,0,0,59935197,0500000US42111,Pennsylvania,74129
AR,Lonoke County,2020,General Purpose,3059864,0,3059864,68811,0,29520,8542020,0,0,0,0,0,0,0,21899273,3256116,18643157,0,0,0,21899273,0500000US05085,Arkansas,74015
OH,Scioto County,2020,General Purpose,82854390,0,0,0,0,0,29818208,137011,18917824,94153,0,13504681,31889604,3380233,27999953,4656160,72118311,0,0,0,76774471,0500000US39145,Ohio,74008
FL,Putnam County,2020,General Purpose,128993420,25559400,7682635,364782,0,5953048,64026083,0,2683787,0,2567900,26386570,10548283,7708118,57769991,8598844,93814118,0,0,0,102412962,0500000US12107,Florida,73321
ND,Grand Forks County,2020,General Purpose,51914698,6077844,172055,0,0,0,42790170,0,1065875,0,1808753,4627768,14319014,0,23507832,-2211607,44666222,0,0,0,42454615,0500000US38035,North Dakota,73170
VA,Fauquier County,2020,General Purpose,160394876,59257189,17913180,37253746,0,0,10468170,0,7196713,0,5507319,8363996,19551424,6514015,193055059,19259678,208224816,0,0,0,227484494,0500000US51061,Virginia,72972
TN,Robertson County,2020,General Purpose,133058609,126720152,1379051,0,0,1318575,0,1770755,0,0,2246446,16469913,3970773,1469818,44281935,2575051,63617388,0,0,0,66192439,0500000US47147,Tennessee,72803
KY,Christian County,2020,General Purpose,0,14755000,0,0,1114158,0,0,0,0,0,0,443782,12942404,0,15313004,-1815181,30514371,0,0,0,28699190,0500000US21047,Kentucky,72748
UT,Tooele County,2020,General Purpose,40353403,24669815,4043867,341657,0,0,5858204,0,3478023,0,1961837,20873857,27445290,2886392,33272297,22168680,62309156,0,0,0,84477836,0500000US49045,Utah,72698
KS,Riley County,2020,General Purpose,0,5698095,0,5359625,0,375000,16172201,0,0,0,0,0,0,0,72247806,-442002,72689808,0,0,0,72247806,0500000US20161,Kansas,71959
OK,Creek County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,12968,0,23363888,200270,23176586,0,0,0,23376856,0500000US40037,Oklahoma,71754
NC,Surry County,2020,General Purpose,97386614,35142735,7131753,1066105,0,0,12013130,124513,12880562,0,2518149,13447421,11632375,4236580,64522221,-10233182,104071779,0,0,0,93838597,0500000US37171,North Carolina,71359
MT,Lewis and Clark County,2020,General Purpose,43971796,11298377,1923971,0,1134402,0,23930839,0,1732934,0,2578513,8064875,6102837,1008837,40226198,2081486,53321261,0,0,0,55402747,0500000US30049,Montana,70973
WI,Portage County,2020,General Purpose,25503222,0,5651492,0,0,14683612,0,6200194,0,0,3626604,30359204,17408125,818747,46510325,11590669,83505732,0,0,0,95096401,0500000US55097,Wisconsin,70377
TN,Greene County,2020,General Purpose,23245149,16455000,3118885,0,440883,0,0,1534008,1124681,0,1124681,10570217,4934157,2165307,28096231,6318393,39447519,0,0,0,45765912,0500000US47059,Tennessee,70152
VA,York County,2020,General Purpose,201768131,123094382,28995017,1515179,0,0,27804335,0,11836437,0,7432881,28579852,15396193,3587581,142013150,-2380934,191957710,0,0,0,189576776,0500000US51199,Virginia,70045
ND,Ward County,2020,General Purpose,64109308,26973838,319438,0,0,0,34784283,0,978968,0,1052781,4677821,6416482,0,33498396,7412945,37179754,0,0,0,44592699,0500000US38101,North Dakota,69919
FL,Columbia County,2020,General Purpose,83999993,12497741,6209582,1950429,0,762968,50175794,0,344293,0,2684737,21883191,11169624,6341571,52799042,10318879,81874549,0,0,0,92193428,0500000US12023,Florida,69698
GA,Troup County,2020,General Purpose,52838751,9525246,9013888,229319,0,0,20388040,0,11923311,0,1048900,9074544,6185851,1959058,50531132,2253778,65496807,0,0,0,67750585,0500000US13285,Georgia,69426
OR,Klamath County,2020,General Purpose,26388188,0,4113166,0,63333,0,15166415,0,930393,0,2098456,14910955,23812045,16906,25395570,-7936620,72072096,0,0,0,64135476,0500000US41035,Oregon,69413
