"","state.abb","state.name","geo_id","government_ID","entity","total_liabilities","revenues","lia_rev_ratio"
"380","FL","Florida","1600000US1224125","10203600100000","Fort Myers",677469856,271926061,249.14
"381","CA","California","1600000US0646898","05202400600000","Merced",194613746,135296425,143.84
"382","CA","California","1600000US0639496","05203020100000","Lake Forest",12604496,76250534,16.53
"383","OR","Oregon","1600000US4147000","38201500700000","Medford",158689170,134335325,118.13
"384","IA","Iowa","1600000US1973335","16209701100000","Sioux City",396511756,213946681,185.33
"385","TX","Texas","1600000US4848768","44210800900000","Mission",114151525,95329220,119.74
"386","MI","Michigan","1600000US2686000","23208270200000","Westland",348433062,107110408,325.3
"387","CA","California","1600000US0651182","05203001200000","Newport Beach",496199689,302021904,164.29
"388","LA","Louisiana","1600000US2241155","19201000300000","Lake Charles",208619422,198790297,104.94
"389","CA","California","1600000US0668378","05200760200000","San Ramon",97776675,93258777,104.84
"390","CA","California","1600000US0660102","05204100900000","Redwood City",451954753,298935909,151.19
"391","CA","California","1600000US0608786","05203000300000","Buena Park",161171657,108320263,148.79
"392","MI","Michigan","1600000US2627440","23206390100000","Farmington Hills",159389564,131549088,121.16
"393","TX","Texas","1600000US4810912","44202100100000","Bryan",612618380,394569818,155.26
"394","WA","Washington","1600000US5335275","48200300200000","Kennewick",105990079,122790121,86.32
"395","TX","Texas","1600000US4806128","44210100100000","Baytown",371636554,281247977,132.14
"396","TN","Tennessee","1600000US4727740","43209400100000","Franklin",335483662,192696357,174.1
"397","RI","Rhode Island","1600000US4419180","40200400200000","Cranston",608264558,352847732,172.39
"398","FL","Florida","1600000US1245025","10201301400000","Miami Beach",2476539030,680465018,363.95
"399","CA","California","1600000US0600884","05201900100000","Alhambra",234353224,121231589,193.31
"400","RI","Rhode Island","1600000US4474300","40200200100000","Warwick",1088238768,370679895,293.58
"401","CA","California","1600000US0639892","05201902300000","Lakewood",59357011,76113762,77.98
"402","FL","Florida","1600000US1239425","10205201100000","Largo",187729633,140887877,133.25
"403","GA","Georgia","1600000US1342425","11206010200000","Johns Creek",75461878,86494730,87.24
"404","CA","California","1600000US0649670","05204301000000","Mountain View",445340000,420769000,105.84
"405","TX","Texas","1600000US4872176","44201400500000","Temple",409171257,149233794,274.18
"406","UT","Utah","1600000US4943660","45200600900000","Layton",25791977,97166585,26.54
"407","TX","Texas","1600000US4843888","44209200400000","Longview",324061789,145724270,222.38
"408","MI","Michigan","1600000US2629000","23202500400000","Flint",818877205,187106689,437.65
"409","MA","Massachusetts","1600000US2562535","22200900900000","Somerville",669436611,399188670,167.7
"410","MN","Minnesota","1600000US2751730","24202702800000","Plymouth",91089984,117894286,77.26
"411","FL","Florida","1600000US1232275","10201301000000","Homestead",187188582,166858520,112.18
"412","CA","California","1600000US0624638","05203400100000","Folsom",446212111,187715937,237.71
"413","NC","North Carolina","1600000US3725580","34203600600000","Gastonia",248621342,217619721,114.25
"414","FL","Florida","1600000US1207875","10205000300000","Boynton Beach",340395494,183265112,185.74
"415","GA","Georgia","1600000US1380508","11207600200000","Warner Robins",138924583,101792725,136.48
"416","CA","California","1600000US0680854","05203001900000","Tustin",157789836,102864234,153.4
"417","CA","California","1600000US0647766","05204300800000","Milpitas",343366748,197705124,173.68
"418","CA","California","1600000US0657792","05200101100000","Pleasanton",262926886,198284154,132.6
"419","NY","New York","1600000US3650617","33206001400000","New Rochelle",586341109,161863314,362.24
"420","TX","Texas","1600000US4857200","44210801000000","Pharr",190784405,119923506,159.09
"421","CA","California","1600000US0659444","05203410100000","Rancho Cordova",36831248,114966967,32.04
"422","CA","California","1600000US0650258","05202800200000","Napa",275861681,218646636,126.17
"423","FL","Florida","1600000US1236950","10204900100000","Kissimmee",152017000,132884000,114.4
"424","CA","California","1600000US0604982","05201950100000","Bellflower",50851847,55870242,91.02
"425","CA","California","1600000US0681344","05203601100000","Upland",178250708,123533214,144.29
"426","VA","Virginia","1600000US5147672","47211900100000","Lynchburg",602285935,273838817,219.94
"427","IL","Illinois","1600000US1768003","14201651100000","Schaumburg",546730682,229249542,238.49
"428","CA","California","1600000US0656700","05203301100000","Perris",273507486,115913257,235.96
"429","IL","Illinois","1600000US1706613","14205700300000","Bloomington",282639292,161502797,175.01
"430","AR","Arkansas","1600000US0535710","04201600700000","Jonesboro",3810835,80944574,4.71
"431","CA","California","1600000US0613214","05203620100000","Chino Hills",88548247,116564320,75.97
"432","CA","California","1600000US0600562","05200100100000","Alameda",511139044,269966475,189.33
"433","MD","Maryland","1600000US2430325","21201100400000","Frederick",474650093,145943501,325.23
"434","IL","Illinois","1600000US1724582","14201602700000","Evanston",500971662,187525722,267.15
"435","IL","Illinois","1600000US1702154","14201600200000","Arlington Heights",165752270,124374803,133.27
"436","TX","Texas","1600000US4813552","44224690100000","Cedar Park",324822384,131881214,246.3
"437","UT","Utah","1600000US4970850","45201800700000","South Jordan",117173984,165906675,70.63
"438","WA","Washington","1600000US5353545","48201100400000","Pasco",119704429,163018468,73.43
"439","AZ","Arizona","1600000US0423620","03200300100000","Flagstaff",326722305,205342241,159.11
"440","MI","Michigan","1600000US2674900","23206350600000","Southfield",452127084,170806681,264.7
"441","MI","Michigan","1600000US2688940","23204150100000","Wyoming",117746728,98243961,119.85
"442","CA","California","1600000US0657456","05200700800000","Pittsburg",187288520,127051079,147.41
"443","CO","Colorado","1600000US0846465","06203500400000","Loveland",199273891,338002803,58.96
"444","MI","Michigan","1600000US2669035","23206340100000","Rochester Hills",28864469,110463523,26.13
"445","AL","Alabama","1600000US0103076","01204100100000","Auburn",352194526,158484502,222.23
"446","TX","Texas","1600000US4826232","44206150400000","Flower Mound",222562148,162677663,136.81
"447","UT","Utah","1600000US4944320","45202500500000","Lehi City",194383405,174583336,111.34
"448","FL","Florida","1600000US1217935","10201310200000","Doral",115164866,81884946,140.64
"449","CA","California","1600000US0602364","05203640400000","Apple Valley",38509914,77068200,49.97
"450","PA","Pennsylvania","1600000US4206088","39204800300000","Bethlehem",0,144896795,0
"451","WI","Wisconsin","1600000US5502375","50204500100000","Appleton",221893956,145155312,152.87
"452","RI","Rhode Island","1600000US4454640","40200400300000","Pawtucket",934476799,291150629,320.96
"453","MN","Minnesota","1600000US2771428","24208280400000","Woodbury",113046812,113002614,100.04
"454","IA","Iowa","1600000US1938595","16205200300000","Iowa City",177463000,156905000,113.1
"455","FL","Florida","1600000US1249675","10205850100000","North Port",139707564,185956292,75.13
"456","SD","South Dakota","1600000US4652980","42205200400000","Rapid",260244951,208450263,124.85
"457","FL","Florida","1600000US1239550","10200650500000","Lauderhill",224860839,125990415,178.47
"458","SC","South Carolina","1600000US4561405","41204600600000","Rock Hill",597733554,250426846,238.69
"459","TX","Texas","1600000US4848804","44207900100000","Missouri City",244213384,106749964,228.77
"460","CT","Connecticut","1600000US0950370","07200200300000","New Britain",625328000,360123000,173.64
"461","CO","Colorado","1600000US0809280","06206400100000","Broomfield",298455584,276851972,107.8
"462","IL","Illinois","1600000US1707133","14209970100000","Bolingbrook",418617009,124871558,335.24
"463","ND","North Dakota","1600000US3807200","35200800100000","Bismarck",235569016,185220304,127.18
